Gene_identifier,Root-Control,Root-SS,Shoot-Control,Shoot-SS
Ca_19455,2.35479,6.06722,5.147,2.25983
Ca_19456,33.58,95.9378,17.044,21.4007
Ca_19457,0.0,0.0,0.0,0.0
Ca_19458,0.0,0.0281489,0.0851581,0.0
Ca_19459,2.6168,2.54179,4.91453,4.28204
Ca_19459,5.33413,5.37932,7.22778,7.30599
Ca_19460,5.84671,6.72641,10.0376,10.0541
Ca_19461,0.0,0.0,0.0,0.067054
Ca_19462,27.2254,24.4144,9.33637,10.9131
Ca_19463,0.0,0.0,0.0,0.0
Ca_19464,1.069,0.0,0.0633077,0.0615854
Ca_19465,0.0,0.0,0.0,0.0
Ca_19466,4.20826,1.8626,3.49529,2.4954
Ca_19467,1.38587,0.886918,0.329024,0.373873
Ca_19468,4.28986,4.03156,6.82603,3.65864
Ca_19469,18.9343,12.9213,19.9491,16.3846
Ca_19470,0.319723,0.206719,2.17033,1.13186
Ca_19471,0.0,0.398714,0.0,0.0507558
Ca_19472,0.0,0.0,0.0,0.0
Ca_19473,4.53419,10.5914,3.34609,4.86492
Ca_19474,12.0325,9.44997,10.1004,12.8713
Ca_19475,0.0,0.0,0.0693234,0.38359
Ca_19476,0.194935,0.526295,2.9235,0.909532
Ca_19477,0.871046,1.11595,4.39,5.53985
Ca_19478,1.89788,6.77827,0.482956,0.49086
Ca_19479,7.00701,1.93094,0.0,1.12293
Ca_19480,7.66362,10.0711,2.90463,2.45581
Ca_19481,2.58065,15.322,3.56757,0.937214
Ca_19482,3.68117,2.29055,9.02049,7.87593
Ca_19483,1.32762,2.6461,3.67028,4.64283
Ca_19484,1.86287,1.78661,1.94232,0.975812
Ca_19485,0.0,0.0,0.0,0.0
Ca_19486,0.0,0.0,116.803,81.1067
Ca_19487,0.0,0.0,0.0,0.0
Ca_19488,0.0,0.0,0.0,0.0
Ca_19489,218.355,135.516,172.915,173.581
Ca_19490,2.84248,3.82401,5.55498,6.02423
Ca_19491,4.28879,5.10812,10.0134,5.77389
Ca_19492,17.4093,20.5812,8.03155,14.0035
Ca_19493,3.01631,1.33643,3.9549,0.897578
Ca_19494,36.6491,210.973,49.1119,43.2952
Ca_19495,45.5544,315.049,65.8986,52.8704
Ca_19496,189.823,102.019,234.544,135.344
Ca_19497,252.951,179.098,288.355,321.043
Ca_19498,22.7406,22.9989,28.1855,27.0022
Ca_19498,23.4519,29.8476,15.7449,15.6049
Ca_19499,0.0,0.0,16.2791,19.2887
Ca_19500,0.813869,1.87942,0.155406,1.41181
Ca_19501,13.3452,4.34505,0.918576,2.58687
Ca_19502,25.1607,15.3194,20.5876,8.28236
Ca_19503,8.114,2.43265,13.7232,7.64888
Ca_19504,0.0,0.0,0.0,0.0
Ca_19505,1.52556,1.89208,9.55766,6.81498
Ca_19506,0.887781,0.0,0.0,0.0
Ca_19507,0.0,0.0,0.0,0.0
Ca_19508,6.95518,3.80095,13.4365,6.49392
Ca_19509,3.90905,1.71702,58.9669,62.3943
Ca_19510,69.4999,341.507,73.8428,106.003
Ca_19511,2.71171,3.31191,1.47063,1.88644
Ca_19512,2.63021,6.61026,17.6578,12.271
Ca_19513,0.0,0.0,0.0,0.0
Ca_19514,6.85586,5.93685,15.2342,12.4929
Ca_19515,0.0,0.0,0.0,0.386131
Ca_19516,59.0056,32.695,6.37305,7.57467
Ca_19517,9.87504,9.76674,9.81937,9.67509
Ca_19518,11.4608,18.5948,16.6039,26.5053
Ca_19519,107.12,100.176,87.2525,108.349
Ca_19520,11.0963,29.1514,9.07427,14.4809
Ca_19521,14.2633,7.97732,64.6874,39.8555
Ca_19522,0.0,0.0,0.0,0.0
Ca_19523,0.0,0.0,0.216029,0.125568
Ca_19524,23.1511,5.94801,298.73,242.359
Ca_19525,0.958267,0.170469,0.13268,0.0377968
Ca_19526,32.7048,16.2512,25.1101,20.9656
Ca_19527,0.0,0.0,0.0,0.0
Ca_19528,22.438,8.05588,22.8093,18.7706
Ca_19529,2.76617,3.60418,165.362,173.427
Ca_19530,1.60518,12.9556,3.48514,2.03703
Ca_19531,1.60518,12.9556,3.48514,2.03703
Ca_19532,0.109245,0.825941,0.0,0.0
Ca_19533,10.6164,8.49509,6.05409,5.04564
Ca_19534,42.6511,4.23884,0.0,0.0
Ca_19535,18.5573,21.798,13.4387,18.6565
Ca_19536,5.42958,13.8551,13.5889,12.3593
Ca_19537,0.0,0.0,0.0,0.0
Ca_19538,5.89996,3.63793,6.06905,2.52426
Ca_19539,18.9236,11.0358,14.0684,9.52976
Ca_19540,8.08954,19.1096,12.2264,26.3762
Ca_19541,11.0236,8.30695,17.0485,11.9929
Ca_19542,0.0490435,0.0186667,0.1712,0.0768812
Ca_19543,0.614245,0.657474,10.5327,6.19069
Ca_19544,10.4335,11.3662,8.84157,13.1591
Ca_19545,0.0,0.0,0.0294949,0.0
Ca_19546,6.2267,8.8137,14.1653,11.4802
Ca_19547,12.0103,22.4908,10.1851,10.1936
Ca_19548,0.745571,3.92337,1.90575,1.5053
Ca_19549,0.177132,0.542462,0.103113,0.0692563
Ca_19550,4.18471,2.90133,4.73047,3.17343
Ca_19551,7.63016,2.56391,4.93142,3.8902
Ca_19552,0.0,0.0,0.0,0.0
Ca_19553,0.0,0.0,0.0,0.0
Ca_19554,0.195027,0.731933,0.447438,0.681455
Ca_19555,8.32795,18.0812,7.1959,7.60634
Ca_19556,8.32795,18.0812,7.1959,7.60634
Ca_19557,0.0,0.0,0.0,0.0
Ca_19558,0.0,0.0,0.0,0.0
Ca_19559,8.62165,11.1019,6.50716,5.79747
Ca_19560,0.0170282,0.025858,0.0,0.0
Ca_19561,0.245656,0.227196,0.890792,0.41846
Ca_19562,0.843553,3.27322,3.13938,4.08285
Ca_19563,8.97442,4.27986,9.7781,5.02115
Ca_19564,0.0360312,0.0,115.701,60.3338
Ca_19565,37.6368,28.5651,20.4939,25.6446
Ca_19566,42.8497,38.0178,48.3875,43.1956
Ca_19567,0.101743,0.352205,0.156445,0.0815869
Ca_19568,5.72009,8.87799,1.30276,2.30034
Ca_19569,31.8953,45.0094,14.8628,25.7952
Ca_19570,77.9439,58.0137,41.9736,35.3156
Ca_19571,16.3418,16.8306,8.50558,15.2343
Ca_19572,8.38222,8.24027,11.8079,9.09857
Ca_19573,18.4645,19.9527,21.7546,22.6084
Ca_19574,87.4278,56.1583,31.7357,35.0667
Ca_19575,0.0,0.0,0.0,0.0
Ca_19576,5.37567,149.384,29.4101,72.085
Ca_19577,31.8299,38.8524,23.1169,32.6513
Ca_19578,0.241861,0.369542,0.186535,0.373964
Ca_19579,0.0,0.0,0.0,0.118835
Ca_19580,8.22114,16.1025,12.1063,16.4316
Ca_19581,0.0,0.0,0.0829949,0.0555704
Ca_19582,30.8942,34.1836,11.3096,6.32133
Ca_19583,1.11125,12.7848,0.0,0.0
Ca_19584,0.835727,0.917312,0.944432,2.25033
Ca_19585,2.41445,1.27971,3.19771,1.15595
Ca_19586,120.843,416.508,50.2746,108.271
Ca_19587,28.5395,23.3819,14.2293,16.5626
Ca_19588,3.46152,1.02023,8.9768,2.5274
Ca_19589,0.138024,0.375057,0.171509,0.696186
Ca_19590,44.2507,22.3467,26.9944,14.5389
Ca_19591,0.0,0.0,0.0,0.0
Ca_19592,8.95593,13.0247,21.5006,21.6907
Ca_19593,6.97056,10.517,9.32142,14.4477
Ca_19594,17.3702,4.99679,11.8341,7.73126
Ca_19595,0.0,0.0,0.0,0.0
Ca_19596,0.0,0.0,0.0,0.0
Ca_19597,9.75791,6.86742,10.7819,8.14011
Ca_19598,16.5537,18.3451,13.7037,24.8264
Ca_19599,5.25728,0.522603,3.87004,3.78628
Ca_19600,0.210414,0.162611,0.327888,0.218917
Ca_19601,0.0,0.0,0.0,0.0
Ca_19602,11.5596,17.7476,17.1987,13.6893
Ca_19603,6.37386,68.1444,0.98794,1.34349
Ca_19604,10.8761,18.8888,5.29347,2.49416
Ca_19605,9.987,25.9933,36.3466,41.0136
Ca_19606,0.0535664,0.0,0.0,0.0
Ca_19607,2.47491,144.696,2.83611,2.30039
Ca_19608,11.2787,9.03655,13.4229,10.4795
Ca_19609,7.0828,6.41108,10.5149,9.34338
Ca_19610,0.0,0.0,0.0,0.0
Ca_19611,2.77413,9.96212,7.51377,5.5424
Ca_19612,34.2259,35.5027,21.4777,33.627
Ca_19613,15.077,12.9936,20.7896,15.7529
Ca_19614,28.8239,18.9495,20.1024,20.5542
Ca_19615,3.51728,5.98422,25.1335,15.2484
Ca_19616,1.22428,0.453524,0.154505,1.25951
Ca_19617,2.38887,2.06895,1.04242,0.938623
Ca_19618,1.70291,3.57906,2.43756,3.9395
Ca_19619,0.126874,0.535946,0.700861,0.41376
Ca_19620,0.0,0.0,0.387992,0.129528
Ca_19621,13.9016,14.765,24.0223,34.7654
Ca_19622,50.1154,38.7358,153.791,105.898
Ca_19623,0.0,0.0,0.0,0.0
Ca_19624,0.0,0.0,0.0,0.0
Ca_19625,48.7832,63.1928,42.4825,34.8732
Ca_19626,2.08314,3.45019,30.7584,11.6364
Ca_19627,0.163825,0.0498807,0.0,0.0505528
Ca_19628,5.90471,6.01432,11.0557,5.69666
Ca_19629,1.93497,2.63454,3.11439,3.27128
Ca_19630,4.59037,8.68421,10.7156,7.95552
Ca_19631,0.0,0.0,0.0,0.0
Ca_19632,158.145,141.222,124.339,142.656
Ca_19633,30.4256,35.202,10.5825,14.7854
Ca_19634,145.928,54.269,24.1609,30.3658
Ca_19635,0.158863,0.237233,0.728289,0.245444
Ca_19636,0.141118,0.0,0.0,0.0
Ca_19637,4.53616,0.559567,0.143811,0.292801
Ca_19638,0.0353751,0.0273318,0.0550092,0.0275238
Ca_19639,13.5427,4.02728,0.266405,0.212644
Ca_19640,12.7761,213.64,1.25292,1.4669
Ca_19641,25.4604,36.7977,16.1874,24.6691
Ca_19642,0.572732,0.171095,0.111318,0.0
Ca_19643,3.9361,6.8361,5.81804,5.35233
Ca_19644,0.0,0.0,0.0,0.0
Ca_19645,124.833,115.273,126.861,107.72
Ca_19646,2.55728,27.3398,1.12249,1.95425
Ca_19647,6.33772,12.2493,8.00552,10.0517
Ca_19648,0.0866491,0.196432,1.53645,0.930203
Ca_19649,2.19486,2.62007,2.5632,2.33135
Ca_19650,0.0,0.0,992.127,1015.74
Ca_19651,6.27684,4.41789,16.7488,7.96625
Ca_19652,94.1744,114.646,52.6331,77.6993
Ca_19653,0.0372835,0.0188524,0.284359,0.181842
Ca_19654,0.436843,0.875513,0.251106,0.0841669
Ca_19655,0.0,0.0,0.0,0.0
Ca_19656,2.95886,7.12087,6.50786,7.35652
Ca_19657,9.16479,9.19564,15.0472,9.04577
Ca_19658,5.19627,2.77915,11.7063,10.7614
Ca_19659,0.160246,0.119323,0.121039,0.121627
Ca_19660,20.5371,4.28459,38.4561,32.5775
Ca_19661,0.0,0.0,0.0,0.0
Ca_19662,10.524,41.2086,1.49632,3.38778
Ca_19663,0.446711,0.309486,0.309794,0.343288
Ca_19664,0.120832,0.0,0.0,0.0
Ca_19665,25.413,38.6702,7.86817,7.6935
Ca_19666,6.95078,1.13411,72.422,56.1632
Ca_19667,78.1404,46.2447,12.9018,19.7487
Ca_19668,9.453,20.7234,9.52701,12.4279
Ca_19669,0.735276,2.23965,3.12737,1.36011
Ca_19670,12.2987,29.8686,9.21135,7.84371
Ca_19671,6.04898,4.73779,4.71233,5.83172
Ca_19672,5.44729,8.05302,7.27515,6.32366
Ca_19673,2.58349,5.14617,35.7159,21.6662
Ca_19674,16.7664,13.8414,23.0451,22.8552
Ca_19675,0.391766,1.04069,0.0,0.0
Ca_19676,1.31415,1.88984,1.38329,1.17518
Ca_19676,0.677614,1.09324,0.993578,0.345499
Ca_19677,65.1795,16.881,4.16477,13.1386
Ca_19678,0.0,0.0383067,0.426127,0.159371
Ca_19679,0.485295,6.46949,1.7047,1.06079
Ca_19680,0.0898717,0.06748,12.937,7.42454
Ca_19681,16.1506,8.604,17.7508,19.0452
Ca_19682,0.0536838,0.0205653,0.0831366,0.0414838
Ca_19683,2.33231,4.51484,19.2694,23.9619
Ca_19684,0.0,0.0,0.0,0.0
Ca_19685,22.8213,13.3395,16.11,14.8042
Ca_19686,0.0,0.0,0.0,0.0
Ca_19687,6.03446,6.58208,8.38676,10.6466
Ca_19688,0.0,0.0,0.0,0.0
Ca_19689,0.0,0.0,0.0,0.0
Ca_19690,63.242,23.4214,48.558,49.3527
Ca_19691,0.0,0.056281,0.0,0.0
Ca_19692,140.786,104.387,115.657,112.623
Ca_19693,0.598735,8.99435,0.0,0.0
Ca_19694,38.8209,45.1141,30.3078,32.8991
Ca_19695,121.671,48.8191,78.2822,72.278
Ca_19696,1.21344,0.296992,0.0,0.0590895
Ca_19697,0.381494,0.287096,0.218556,0.686631
Ca_19698,1.48621,0.956908,0.522403,0.726743
Ca_19699,19.6247,18.4044,17.5226,21.766
Ca_19700,0.892939,3.68291,0.676996,1.71368
Ca_19701,17.7674,26.4156,11.675,14.7176
Ca_19702,0.0,0.0,0.0,0.0
Ca_19703,1.27423,2.22325,1.08217,0.993014
Ca_19704,0.571376,0.01833,7.85572,3.12399
Ca_19705,0.114323,0.170529,0.513927,0.174971
Ca_19706,46.7789,47.1069,29.7412,21.2335
Ca_19707,296.969,192.447,361.159,239.576
Ca_19708,12.9814,15.3273,8.90842,17.8901
Ca_19709,0.0,0.0,0.0,0.0
Ca_19710,2.88933,1.93018,2.48275,2.62922
Ca_19711,0.0,0.0,3.02142,2.22467
Ca_19712,100.138,35.3744,35.1671,29.4629
Ca_19713,3.63998,3.49237,29.8738,19.2479
Ca_19714,28.1484,27.1233,18.7269,19.1263
Ca_19715,40.4002,17.507,16.4415,14.5033
Ca_19716,31.9133,56.0826,13.411,28.8439
Ca_19717,6.10653,9.20774,16.827,21.0831
Ca_19718,9.24418,10.9661,12.3544,14.1359
Ca_19719,7.35611,4.69426,59.552,42.7798
Ca_19720,0.0,0.0,0.0,0.0
Ca_19721,0.0,0.0,0.0,0.0
Ca_19722,0.43677,2.03033,0.103362,0.0781945
Ca_19723,6.29346,7.81794,6.07563,6.28127
Ca_19724,0.927888,0.500356,2.32329,1.77935
Ca_19725,0.0,0.130647,0.0,0.0
Ca_19726,1.71536,2.01278,2.09105,1.98534
Ca_19727,1.13051,6.29054,14.5466,9.01963
Ca_19728,17.673,32.3613,13.681,16.0366
Ca_19729,7.21319,5.92307,17.7064,12.9515
Ca_19730,0.0,0.0,0.0,0.0
Ca_19731,75.2621,43.0578,69.4976,55.237
Ca_19732,22.4994,8.8971,11.821,8.87679
Ca_19733,31.184,23.2256,15.7051,12.1156
Ca_19734,6.34126,7.53473,8.28505,5.4075
Ca_19735,1.48178,0.28982,1.49397,0.72617
Ca_19736,12.8902,8.43465,12.6698,7.92186
Ca_19737,3.3218,4.49438,2.97701,2.8483
Ca_19738,141.424,97.969,103.065,100.624
Ca_19739,0.0,0.0,0.0,0.0
Ca_19740,0.0564108,0.0881126,88.6677,98.9019
Ca_19741,142.363,92.3799,96.9224,129.377
Ca_19742,9.55624,8.92559,10.2515,10.3546
Ca_19743,43.6744,16.4965,13.8439,17.3904
Ca_19744,10.1012,0.636316,0.102689,0.103096
Ca_19745,2.18237,5.20879,5.73814,7.38431
Ca_19746,0.651722,1.01032,0.324591,0.291977
Ca_19747,0.0,0.0,0.0,0.0
Ca_19748,0.160793,6.05382,0.914896,1.30728
Ca_19749,64.5958,53.5866,5.2243,2.96063
Ca_19750,0.214268,0.463936,2.94622,2.15036
Ca_19751,0.301346,2.961,9.90613,10.0925
Ca_19752,34.078,28.2813,13.7175,25.3389
Ca_19753,21.5514,11.1038,1195.61,1377.36
Ca_19754,6.80426,1.09985,0.0784594,0.16054
Ca_19755,3.42282,1.0731,300.224,276.199
Ca_19756,11.8347,3.62419,2.36238,1.70589
Ca_19757,0.0,0.0,0.866968,0.588301
Ca_19758,5.37331,3.40353,16.1823,12.7704
Ca_19759,1.27285,1.92757,0.384682,1.16137
Ca_19760,1.89958,2.19186,5.5729,5.02413
Ca_19761,6.39413,4.75443,18.1816,100.025
Ca_19762,0.535119,0.0,0.0,0.0
Ca_19763,0.936095,2.12701,1.42331,3.05557
Ca_19764,4.99821,4.61085,7.52805,4.60161
Ca_19765,15.7366,123.524,10.8642,19.0522
Ca_19766,18.2455,14.5684,24.482,19.242
Ca_19767,0.278026,0.175805,4.67812,3.21331
Ca_19768,3.19685,1.96709,23.3974,23.8039
Ca_19769,0.625459,1.77625,0.628456,2.08914
Ca_19770,3.65236,3.73639,7.81968,3.40478
Ca_19771,0.0326331,0.125921,0.255038,0.178343
Ca_19772,3.00727,3.0608,3.67189,3.24623
Ca_19773,3.87506,0.58874,0.881835,1.09946
Ca_19774,8.59021,3.71054,8.1384,5.01084
Ca_19775,9.16128,10.9516,6.39132,5.99534
Ca_19776,12.2601,2.53358,20.0036,13.6971
Ca_19777,2.95036,0.41365,5.87957,35.3675
Ca_19778,0.0,0.0,21.467,15.9667
Ca_19779,20.2376,13.0318,104.326,76.9367
Ca_19780,69.0916,50.4467,57.6315,68.8212
Ca_19781,0.0,0.0,0.0,0.0
Ca_19782,0.0,0.0,0.0,0.0
Ca_19783,4.3661,4.95529,15.3236,15.2215
Ca_19784,19.9867,11.4322,18.6724,14.4584
Ca_19785,0.0,0.0,0.0,0.0
Ca_19786,65.2345,76.3901,33.8568,60.0769
Ca_19787,0.334714,1.33794,0.786923,1.74772
Ca_19788,0.0,0.0,254.047,247.365
Ca_19789,0.0,0.0,0.0,0.0
Ca_19790,44.4271,44.1144,127.38,171.314
Ca_19791,44.4271,44.1144,127.38,171.314
Ca_19792,0.0,0.130399,0.0,0.0
Ca_19793,79.0647,25.865,61.7694,53.3765
Ca_19794,0.155567,0.161794,0.0399902,0.0402472
Ca_19795,33.801,196.556,2.91001,1.31697
Ca_19796,3.18688,0.227239,6.44877,2.22462
Ca_19797,0.130847,0.0,0.0,0.0
Ca_19798,0.0,0.0,0.0,0.0
Ca_19799,5.6783,10.3189,8.8469,7.72842
Ca_19800,1.51945,5.10703,1.29648,1.52948
Ca_19801,8.96549,16.326,6.03571,5.96855
Ca_19802,0.0,0.0,0.0,0.0
Ca_19803,0.0666099,0.0,0.0,0.0
Ca_19804,13.7348,6.59906,0.663493,1.04311
Ca_19805,0.0,0.0,0.0,0.0
Ca_19806,5.53699,17.6311,2.7896,2.69772
Ca_19807,3.46311,3.54067,10.1024,5.33023
Ca_19808,8.68498,4.10329,12.3105,8.26389
Ca_19809,33.632,38.1317,13.5853,23.6079
Ca_19810,0.297889,0.198573,0.609172,0.611021
Ca_19811,6.95508,13.8966,12.2207,11.4757
Ca_19812,0.0,0.0535627,0.0173959,0.0700652
Ca_19813,0.283329,1.64671,0.0733801,1.99124
Ca_19814,6.95115,2.20942,5.35673,2.90113
Ca_19815,14.1535,13.5449,8.38968,7.97782
Ca_19816,47.1737,24.9251,30.0686,14.7804
Ca_19817,5.93164,6.202,14.1231,10.8073
Ca_19818,7.87662,120.227,4.77236,9.71148
Ca_19819,35.8527,15.7088,0.0287567,0.0289734
Ca_19820,0.0,0.0,0.0,0.0
Ca_19821,2.89499,1.44386,2.23332,1.44981
Ca_19822,90.4113,34.931,25.0217,15.1376
Ca_19823,0.0,0.0,0.0,0.0
Ca_19824,0.0,0.0,0.200251,0.0
Ca_19825,0.0602348,0.045739,0.13963,0.0466812
Ca_19826,0.0,0.0,0.0,0.0486189
Ca_19827,6.01451,3.38575,14.3737,11.7554
Ca_19828,0.0,0.0,0.0,0.0
Ca_19829,14.669,8.65113,29.5422,44.9302
Ca_19830,14.5012,14.6459,15.7774,16.6772
Ca_19831,11.4492,8.46967,7.69132,7.86321
Ca_19832,9.96194,14.4948,14.4345,19.0859
Ca_19833,6.05634,4.61475,16.0074,11.8313
Ca_19834,6.05634,4.61475,16.0074,11.8313
Ca_19835,2.20413,3.56534,3.53963,1.47407
Ca_19836,5.77352,222.71,12.1502,13.0141
Ca_19837,1.76707,0.26597,2.61192,1.89693
Ca_19838,1.72205,1.48111,0.76461,0.561784
Ca_19839,1.67363,1.86022,2.54549,4.19008
Ca_19840,51.4026,25.9518,22.634,22.6486
Ca_19841,161.461,43.0548,143.627,64.1503
Ca_19842,4.90944,11.5888,5.61182,6.12606
Ca_19843,18.4748,9.02409,18.3153,15.1398
Ca_19844,0.0369487,0.0284583,1.92218,0.921071
Ca_19845,0.0435345,0.0,35.7762,21.9118
Ca_19846,0.0,0.0,0.0,0.0
Ca_19847,0.0,0.0,0.0,0.0
Ca_19848,0.632648,1.56331,2.35955,2.56806
Ca_19849,0.0,0.0,0.0,0.0
Ca_19850,4.40851,7.9464,17.5466,9.95627
Ca_19851,18.6005,11.2093,18.4275,13.7816
Ca_19852,27.2577,22.08,20.2019,28.5694
Ca_19853,77.8171,39.1363,39.797,22.7306
Ca_19854,0.131194,0.0728169,2.86612,1.52795
Ca_19855,8.60846,9.37228,27.6598,12.3051
Ca_19856,5.96095,9.32945,9.28832,13.7313
Ca_19857,0.0,0.0,0.0,0.0
Ca_19858,15.9376,15.8358,11.9124,14.8574
Ca_19859,2.65047,2.93838,1.15541,1.33517
Ca_19860,0.0648924,0.098772,0.0,0.156993
Ca_19861,1.04176,0.420225,4.7851,2.75776
Ca_19862,4.92467,0.0,0.0,0.0
Ca_19863,0.0,0.0,0.0,0.0
Ca_19864,16.565,29.1229,17.5855,18.2536
Ca_19865,210.022,121.536,296.216,203.015
Ca_19866,0.0,0.0,0.0,0.0
Ca_19867,17.0174,2.45294,3.38713,1.75068
Ca_19868,0.0180636,0.0289208,0.161053,0.366091
Ca_19869,0.0830315,0.0649202,34.0824,25.163
Ca_19870,33.8087,25.7037,16.7381,12.9797
Ca_19871,57.9032,46.1994,5.22267,11.3652
Ca_19872,38.2108,41.9874,20.1709,15.7567
Ca_19873,58.4665,50.9426,37.6814,26.3201
Ca_19874,336.701,93.5888,11.5627,12.8391
Ca_19875,34.6291,3.21919,0.445647,0.502396
Ca_19876,0.913954,0.943889,1.55689,0.968015
Ca_19877,0.0,0.151629,0.0500791,0.0503076
Ca_19878,0.0,0.0,0.0,0.0
Ca_19879,0.275271,0.281983,0.369587,0.638645
Ca_19880,1.82168,1.32822,41.2331,39.5335
Ca_19881,274.413,137.285,301.429,284.433
Ca_19882,7.7997,13.7264,27.2805,25.5407
Ca_19883,7.38389,10.9139,8.69926,11.6615
Ca_19884,18.5852,19.6681,21.7455,23.7595
Ca_19885,11.3329,45.3629,7.58135,8.62908
Ca_19886,38.0889,39.2308,26.4776,62.2022
Ca_19887,4.81378,8.02552,0.386668,2.8036
Ca_19888,31.4474,29.1157,14.1162,24.8972
Ca_19889,12.0398,2.90951,0.171824,0.0812747
Ca_19890,0.0,0.0,0.0,0.0
Ca_19891,10.4549,15.9899,9.07406,14.0826
Ca_19892,4.06831,6.47644,16.3396,18.7986
Ca_19893,74.7805,43.8146,2.67774,3.31224
Ca_19894,0.0,1.19314,0.535638,0.137455
Ca_19895,10.2564,6.82734,10.512,8.29991
Ca_19896,370.085,231.506,432.0,291.194
Ca_19897,2.15887,4.4452,3.08504,7.35621
Ca_19898,0.718169,1.06138,1.95007,1.6928
Ca_19899,9.03902,70.1378,1.8183,33.278
Ca_19900,0.0,0.143926,99.5099,87.0491
Ca_19901,0.0,0.0,0.0,0.0
Ca_19902,99.1976,79.2692,76.5984,74.648
Ca_19903,50.7065,39.016,30.2101,37.4554
Ca_19904,0.0999749,1.04579,0.603026,0.345022
Ca_19905,35.5485,27.312,25.5919,21.9423
Ca_19906,1.47194,2.7414,1.35324,1.53389
Ca_19907,3.97122,6.12009,13.2906,19.2229
Ca_19908,160.733,142.655,131.566,117.862
Ca_19909,0.0,0.0,0.0,0.0
Ca_19910,31.396,37.1288,48.0471,42.9582
Ca_19911,0.466132,0.993263,1.96968,1.13007
Ca_19912,0.645541,1.37818,1.05699,1.88154
Ca_19913,1.89652,0.442901,1.45182,2.04772
Ca_19914,94.2198,35.2992,23.1382,23.6519
Ca_19914,324.821,113.217,110.513,130.975
Ca_19915,0.119836,0.11148,0.588526,0.503563
Ca_19916,3.19956,7.25455,3.41593,1.81366
Ca_19916,0.816075,1.73058,0.780875,1.24865
Ca_19917,2.33983,2.12853,3.58578,3.38914
Ca_19918,6.92792,66.7406,8.48217,11.8999
Ca_19919,0.0,0.0273365,1.17193,0.168132
Ca_19920,5.36988,2.16676,4.04874,2.83349
Ca_19921,2.35876,3.44818,4.43854,1.72596
Ca_19922,22.6109,6.28649,81.8701,50.167
Ca_19923,1.02705,4.19131,1.11835,1.12728
Ca_19924,1.48566,1.82618,1.12261,0.706286
Ca_19925,17.5718,13.8417,10.2607,4.5052
Ca_19926,41.8835,34.3431,33.8807,35.8355
Ca_19927,2.61515,2.58296,3.60233,2.7426
Ca_19928,7.64888,4.46314,2.48767,3.04695
Ca_19929,8.14012,6.15119,23.9238,16.928
Ca_19930,1.96327,15.7977,2.85738,1.81763
Ca_19931,0.0,0.0337546,0.0344171,0.0
Ca_19932,54.2765,26.9308,0.0,0.0
Ca_19933,25.3219,40.3851,19.3878,31.2002
Ca_19934,8.15358,6.32198,11.0292,5.33277
Ca_19935,22.342,21.0457,12.0142,10.2118
Ca_19936,0.929639,36.7217,4.30141,7.82629
Ca_19937,40.2675,44.5553,20.2465,21.4652
Ca_19938,0.0,0.0348918,0.331633,0.215192
Ca_19939,6.15389,4.63427,7.78749,9.72725
Ca_19940,3.6321,19.5738,6.08838,19.1122
Ca_19941,2.50157,1.77907,1.80975,2.0584
Ca_19942,39.515,20.9086,27.8329,20.3365
Ca_19943,4.27058,2.69149,10.7393,3.5163
Ca_19944,0.0,0.0,0.0614455,0.0
Ca_19945,0.280099,0.410123,0.0,0.0
Ca_19946,17.6839,26.4245,39.4829,42.9518
Ca_19947,0.681631,0.882595,1.47143,0.763811
Ca_19948,13.3139,13.1433,12.9001,11.7059
Ca_19949,2.21679,2.32501,3.52695,2.9772
Ca_19950,3.12455,0.65528,0.101434,0.0507599
Ca_19951,8.22774,3.86663,7.37662,5.67719
Ca_19952,0.748491,0.206685,0.809823,0.398515
Ca_19953,0.86968,0.505065,0.75283,0.512911
Ca_19954,0.419229,0.237446,0.117959,0.0807351
Ca_19955,0.0,0.0465521,0.0452406,0.0
Ca_19956,0.0,0.0,0.20311,1.24014
Ca_19957,76.6244,55.0184,77.4218,78.0916
Ca_19958,56.6361,63.628,107.076,157.355
Ca_19959,37.4277,33.3277,26.7806,28.0932
Ca_19960,0.0,0.0,0.0,0.0
Ca_19961,0.0,1.09043,1.67174,0.849477
Ca_19962,6.86615,9.5351,10.3979,29.5142
Ca_19963,4.582,2.51546,8.71019,6.6344
Ca_19964,71.8437,36.0788,77.5642,34.6979
Ca_19965,123.415,41.5522,2.96267,13.8974
Ca_19966,0.527734,0.610678,34.8474,30.5509
Ca_19967,249.448,124.132,237.139,212.735
Ca_19968,50.5391,29.2281,54.5844,36.4001
Ca_19969,1.92201,1.65954,0.639044,0.734774
Ca_19970,17.9604,11.9582,24.2701,22.285
Ca_19971,39.2617,57.5031,30.9121,51.9834
Ca_19972,13.6137,9.22376,5.04769,12.1612
Ca_19973,0.996283,1.46562,2.83963,2.37699
Ca_19974,0.0,0.0,0.0,0.0
Ca_19975,48.1519,34.8461,38.5077,48.4752
Ca_19976,0.0744288,1.81319,0.515166,0.97863
Ca_19977,95.7839,41.6566,93.1045,50.104
Ca_19978,6.57634,16.8607,9.0293,13.8236
Ca_19979,4.14293,5.98282,8.60682,5.80144
Ca_19980,0.0,0.0,0.0,0.0
Ca_19981,0.0,0.0,0.0384017,0.0
Ca_19982,9.68747,21.7874,9.71289,9.63393
Ca_19983,4.73454,5.27471,3.25959,4.61614
