Gene_identifier,Root-Control,Root-SS,Shoot-Control,Shoot-SS
Ca_08238,9.53303,12.5436,7.87981,22.7413
Ca_08239,0.0,0.0,0.0,0.0806044
Ca_08240,16.0455,10.8725,18.7433,7.16678
Ca_08241,0.0,0.0,0.0,0.0
Ca_08242,4.86531,37.3373,24.096,24.4172
Ca_08243,41.8358,50.2993,32.2514,43.9034
Ca_08244,14.0656,13.1157,13.6687,8.86514
Ca_08245,0.0,0.0,0.0,0.0
Ca_08246,20.1163,34.2337,18.3002,19.5517
Ca_08247,0.0465798,1.31673,0.143739,0.14477
Ca_08248,19.3271,12.5155,13.1738,11.049
Ca_08249,3.90845,30.4452,1.26348,2.82835
Ca_08250,142.946,45.2046,28.7627,21.1981
Ca_08251,17.27,9.17452,32.3857,9.80789
Ca_08252,6.32683,27.7555,5.74806,38.8649
Ca_08253,20.1002,13.8475,19.6948,18.4981
Ca_08254,55.9607,43.9539,7.51487,14.7401
Ca_08255,1.2166,0.247167,1.32522,0.876822
Ca_08256,0.0,0.0328697,17.8098,13.7693
Ca_08257,0.110592,0.127971,0.0643315,0.128291
Ca_08258,15.3523,21.5291,14.1554,18.8313
Ca_08259,8.20557,1.10353,0.669475,0.152314
Ca_08260,0.88429,0.576486,1.76773,0.566694
Ca_08261,9.33222,4.421,31.7038,26.2502
Ca_08262,0.0,0.0,0.125325,0.063377
Ca_08263,0.747271,1.27416,0.989053,0.229665
Ca_08264,3.27087,3.59241,7.19167,4.25134
Ca_08265,69.8706,57.1281,27.7585,40.9596
Ca_08266,130.426,130.472,35.3192,135.38
Ca_08267,130.426,130.472,35.3192,135.38
Ca_08268,224.831,281.426,21.9902,27.5542
Ca_08269,66.6171,38.5277,11.3201,11.1154
Ca_08270,258.78,492.029,32.0595,50.4718
Ca_08271,25.6898,21.3241,19.8429,21.7339
Ca_08272,0.261553,0.306458,0.565834,2.93691
Ca_08273,26.7473,47.7965,28.153,36.6694
Ca_08274,20.2356,21.0266,75.8844,46.6621
Ca_08275,180.833,25.0922,299.339,108.005
Ca_08276,124.094,38.6558,41.7965,28.0819
Ca_08277,9.95248,10.1205,8.32403,9.62347
Ca_08278,55.6013,19.3728,17.3661,42.0295
Ca_08279,81.4957,206.928,31.9779,21.7297
Ca_08280,27.3608,48.2369,14.3056,17.9551
Ca_08281,4.22962,2.40032,5.85741,6.50781
Ca_08282,21.5998,16.1131,24.5741,12.7699
Ca_08283,24.0698,28.0533,26.8209,27.3035
Ca_08284,39.3247,19.1582,20.1535,17.693
Ca_08285,43.2161,74.2628,25.3674,45.5391
Ca_08286,12.7151,39.2499,6.17392,7.39775
Ca_08287,142.345,122.431,10.9894,58.0828
Ca_08288,622.814,225.647,50.0951,262.065
Ca_08289,133.526,64.3111,183.306,93.7633
Ca_08290,1.73062,1.61629,1.07265,1.99592
Ca_08291,14.3172,12.8166,21.2498,16.9175
Ca_08292,14.8573,23.2866,12.4795,25.9207
Ca_08293,30.1158,31.3612,24.647,53.9258
Ca_08294,23.2194,15.7612,32.5199,16.2128
Ca_08295,0.278789,0.389625,5.05679,1.69228
Ca_08296,41.5348,67.3301,37.838,40.0072
Ca_08297,41.5348,67.3301,37.838,40.0072
Ca_08298,28.3302,34.206,7.49932,22.2686
Ca_08299,45.0929,42.4645,28.7485,35.2636
Ca_08300,8.79547,11.8055,10.4242,9.48114
Ca_08301,5.95836,2.086,2.11685,3.92611
Ca_08302,0.0918247,0.348837,0.0,0.0
Ca_08303,2.47768,4.03661,0.496898,1.66962
Ca_08304,35.8153,20.2366,17.3514,31.0483
Ca_08305,170.241,231.576,59.5439,78.3663
Ca_08306,170.241,231.576,59.5439,78.3663
Ca_08307,0.0844201,0.444533,1.67819,2.63609
Ca_08308,39.7596,15.8679,38.1887,32.061
Ca_08309,64.426,49.9965,49.3526,83.7153
Ca_08310,3.87145,8.18341,11.9782,8.83714
Ca_08311,0.358808,1.32915,3.74695,5.52614
Ca_08312,0.311882,0.861068,0.201029,0.0403557
Ca_08313,8.41749,2.87818,8.8099,7.29353
Ca_08314,46.7832,38.9325,61.7862,58.981
Ca_08315,4.90517,9.42137,8.94336,9.21638
Ca_08316,9.72836,10.2798,9.48408,11.5216
Ca_08317,3.71115,6.42661,13.0131,9.70081
Ca_08318,0.462238,1.87027,2.20182,1.6517
Ca_08319,53.9638,38.021,63.3967,42.3752
Ca_08320,19.5322,23.7378,14.4734,15.1883
Ca_08321,0.831315,2.03827,4.08321,7.41393
Ca_08322,0.352045,0.0340732,2.59493,0.898222
Ca_08323,11.3018,4.16361,13.8371,11.4095
Ca_08324,0.132999,0.537029,0.0253937,0.127308
Ca_08325,0.0,3.50907,0.0738685,0.074243
Ca_08326,12.2934,8.11979,14.5061,12.6878
Ca_08327,11.9901,16.3291,12.0916,14.0722
Ca_08328,0.462815,1.2308,0.775978,1.1991
Ca_08329,15.9732,17.5045,7.13832,15.1285
Ca_08330,14.1289,2.48923,0.995586,2.38353
Ca_08331,10.9633,6.39863,10.8574,5.77731
Ca_08332,16.1448,14.2771,0.526572,3.05381
Ca_08333,0.0,0.0,15.5133,14.7439
Ca_08334,54.9371,71.6429,59.903,103.85
Ca_08335,5.18307,3.443,237.016,142.708
Ca_08336,98.2715,99.1585,36.2477,51.1195
Ca_08337,2.82672,4.51349,6.61824,5.22369
Ca_08338,11.7289,17.2353,13.8143,17.7908
Ca_08339,7.0467,5.53754,5.98667,9.66153
Ca_08340,9.75564,18.9078,4.95208,9.39346
Ca_08341,24.6411,29.7074,21.4032,32.0764
Ca_08342,5.27698,6.51671,4.2537,4.04867
Ca_08343,0.0,4.57255,2.07756,1.57929
Ca_08344,52.5285,68.8384,29.9315,48.0147
Ca_08345,27.99,47.0654,20.4808,19.9554
Ca_08346,11.4535,16.332,13.6353,13.5809
Ca_08347,30.9042,27.0866,28.2355,26.1789
Ca_08348,4.1718,4.25501,1.94248,2.07411
Ca_08349,99.4436,20.1002,26.5848,25.1497
Ca_08350,1.36777,0.94478,2.36873,0.775011
Ca_08351,12.8957,16.0695,17.6213,19.7274
Ca_08352,104.154,40.0575,1017.2,458.62
Ca_08353,27.061,33.5794,15.8809,19.5449
Ca_08354,54.0126,69.2212,51.3759,70.8008
Ca_08355,9.53755,12.0133,8.74027,6.50097
Ca_08356,28.0109,39.8562,7.30844,4.36535
Ca_08357,0.868665,0.471068,0.0250532,0.0750302
Ca_08358,7.94496,4.36688,45.4729,26.4367
Ca_08359,29.5661,44.508,47.0389,67.5061
Ca_08360,34.6399,25.7885,30.1962,24.4183
Ca_08361,4.07883,5.53242,3.94592,3.2358
Ca_08362,24.7655,19.2503,31.9924,25.8981
Ca_08363,208.288,107.465,191.576,246.514
Ca_08364,208.288,107.465,191.576,246.514
Ca_08365,14.7513,29.4332,6.64145,12.6656
Ca_08366,12.1531,15.5927,12.5043,13.8807
Ca_08367,31.3821,21.6697,26.7081,23.5176
Ca_08368,1.52697,2.11697,1.06827,1.18361
Ca_08369,38.8245,12.1236,25.6746,18.237
Ca_08370,0.107034,0.497186,0.229534,0.229128
Ca_08371,6.0065,12.7898,7.1477,12.9274
Ca_08372,2.03769,3.84965,3.91329,5.01597
Ca_08373,19.4022,16.6821,19.2542,11.019
Ca_08374,14.9921,37.0282,4.19642,3.53408
Ca_08375,8.82501,9.13159,1.95583,5.67159
Ca_08376,321.714,288.868,566.305,402.164
Ca_08377,2.27886,3.70217,4.26121,3.91434
Ca_08378,12.0279,20.6846,26.7567,23.7451
Ca_08379,1.96987,3.65468,0.378145,0.648971
Ca_08380,9.87414,8.27407,17.7376,22.6366
Ca_08381,2.85804,7.57241,9.24912,6.41259
Ca_08382,39.3404,22.4107,50.6398,68.6296
Ca_08383,53.3295,73.1444,28.9729,45.3011
Ca_08384,69.3944,132.911,32.358,57.2678
Ca_08385,0.516068,2.42837,3.5741,2.76225
Ca_08386,2.81234,16.5554,0.184128,4.87128
Ca_08387,6.97759,7.19417,6.49444,5.85108
Ca_08388,1.20249,4.99766,10.5029,19.9174
Ca_08389,0.206378,0.396729,22.2123,22.7412
Ca_08390,98.4242,42.2669,29.8957,43.4682
Ca_08391,5.91539,2.2446,1.35503,4.80423
Ca_08392,0.523535,0.402513,101.946,86.5299
Ca_08393,0.282933,0.371978,0.619522,0.986597
Ca_08394,31.9578,33.3272,41.2977,62.0145
Ca_08395,248.17,127.547,306.654,188.161
Ca_08396,32.4486,91.2612,11.3829,11.8295
Ca_08397,21.6513,41.099,40.6781,41.736
Ca_08398,0.0,0.0,4.30265,3.75703
Ca_08399,12.1867,16.5425,3.59827,9.28739
Ca_08400,1.57419,4.17381,11.168,5.11096
Ca_08401,0.477749,1.03382,2.14161,4.27479
Ca_08402,0.755977,1.15171,3.04866,3.82574
Ca_08403,20.0494,130.333,3.94342,5.99238
Ca_08404,132.954,25.9797,40.3744,71.0619
Ca_08405,24.4092,39.7332,20.7389,26.8754
Ca_08406,46.9815,32.7729,84.2302,86.3215
Ca_08407,0.262303,0.230005,9.61916,13.055
Ca_08408,16.9135,17.6581,8.72953,6.76284
Ca_08409,231.776,322.682,84.9617,155.158
Ca_08410,29.8814,20.8698,25.7791,28.0436
Ca_08411,3.46651,12.1389,5.85981,5.11049
Ca_08412,10.7266,8.13038,26.1544,8.41198
Ca_08413,3.61562,3.41702,9.63494,2.446
Ca_08414,0.0717824,0.0344992,0.175902,0.233094
Ca_08415,11.5563,6.6882,6.56888,5.24945
Ca_08416,2.11722,3.13766,1.59651,0.777956
Ca_08417,0.550199,0.150081,0.815262,0.557851
Ca_08418,1.3769,6.22306,1.82496,35.9421
Ca_08419,24.8406,18.0999,0.736821,0.603895
Ca_08420,7.68586,5.32825,4.82439,6.33187
Ca_08421,19.5451,15.471,44.9408,45.5838
Ca_08422,5.42671,4.81039,7.6631,8.66059
Ca_08423,4.97615,3.49788,15.5548,11.0495
Ca_08424,10.1259,6.35531,16.687,16.1948
Ca_08425,0.601814,0.983663,1.08464,1.29261
Ca_08426,0.308581,0.633864,44.7784,34.7889
Ca_08427,22.4032,104.077,8.79096,11.9481
Ca_08428,23.2124,21.0693,34.9209,32.7466
Ca_08429,45.437,25.4042,63.7783,52.3218
Ca_08430,22.908,31.6881,20.913,32.5166
Ca_08431,3.06736,4.67612,9.34618,4.72523
Ca_08432,22.557,19.9057,1.00117,0.290252
Ca_08433,10.6629,8.46852,10.296,6.33572
Ca_08434,6.8756,6.42969,13.7986,10.2843
Ca_08435,26.1776,17.3605,10.7999,13.0051
Ca_08436,38.3897,44.5662,11.5763,17.0194
Ca_08437,3.01358,2.38139,8.23239,3.29305
Ca_08438,0.0,0.0,1.05013,1.16853
Ca_08439,12.9912,23.0992,20.7312,23.8095
Ca_08440,17.2593,28.9656,19.7258,21.7004
Ca_08441,5.49034,5.60029,7.15397,7.98748
Ca_08442,18.1787,16.0836,12.2125,13.1667
Ca_08443,0.0,0.463343,0.0,0.0950891
Ca_08444,2.22283,1.47274,1.09153,0.406747
Ca_08445,3.54123,3.87836,5.29154,3.82962
Ca_08446,0.0,0.0,0.0,0.0
Ca_08447,19.3125,25.7677,4.53471,4.94771
Ca_08448,9.76093,4.20691,5.60403,4.79109
Ca_08449,5.24761,8.09078,7.6263,7.50424
Ca_08450,5.77218,8.1906,9.29234,6.92438
Ca_08451,6.88274,11.2113,14.7331,19.8396
Ca_08452,12.1607,109.835,2.35521,8.58389
Ca_08453,0.938846,5.14781,0.723528,0.843673
Ca_08454,6.06563,17.1888,9.34367,11.5273
Ca_08455,296.047,170.46,367.63,310.779
Ca_08456,18.5493,12.5606,11.7554,11.9796
Ca_08457,2.68333,5.55421,15.2381,7.1134
Ca_08458,24.3932,22.5178,27.7611,37.3723
Ca_08459,12.9019,6.27568,15.5415,10.598
Ca_08460,9.30188,13.7812,3.87569,6.95692
Ca_08461,7.75948,10.2511,14.6358,9.24557
Ca_08462,84.9681,39.2855,54.9183,43.1549
Ca_08463,23.8002,13.8069,15.7056,13.5184
Ca_08464,48.9498,79.2587,14.0058,22.713
Ca_08465,25.8871,31.601,382.48,533.649
Ca_08466,4.5573,2.12849,10.4676,6.95297
Ca_08467,26.6087,50.142,1.69822,11.5643
Ca_08468,0.43843,6.7221,3.70058,19.3824
Ca_08469,12.4393,10.2327,14.184,24.4985
Ca_08470,2.04947,15.0236,1.93988,4.47354
Ca_08471,56.1713,60.923,5.77406,21.9479
Ca_08472,7.34102,2.59135,0.499534,0.219623
Ca_08473,89.8751,53.8069,565.017,595.618
Ca_08474,89.8751,53.8069,565.017,595.618
Ca_08475,0.942342,2.85434,2.1838,1.87322
Ca_08476,0.0,0.0,0.0,0.0
Ca_08477,13.9579,5.63374,15.7094,8.24956
Ca_08478,0.123207,0.0313201,9.15722,7.20676
Ca_08479,7.16721,5.84667,10.9975,8.06625
Ca_08480,12.0482,12.6544,22.7331,17.1243
Ca_08481,46.6648,12.4013,17.6675,20.4432
Ca_08482,0.419756,0.598776,1.06016,1.82169
Ca_08483,27.3326,7.31687,20.7369,23.8645
Ca_08484,4.70175,0.904275,4.84857,5.31092
Ca_08485,16.7288,15.2452,15.2778,19.2698
Ca_08486,3.88103,6.72275,19.6604,14.8002
Ca_08487,0.0,0.0,0.0,0.0
Ca_08488,5.75127,4.68713,12.4678,8.72135
Ca_08489,8.06708,11.1057,13.7207,23.6346
Ca_08490,18.7315,10.2784,17.6119,18.7786
Ca_08491,9.00153,11.1083,20.5765,19.0021
Ca_08492,22.3378,18.2563,17.2325,18.3188
Ca_08493,7.23952,15.2597,7.54818,11.6937
Ca_08494,1.94295,2.40796,0.0884912,0.0703053
Ca_08495,42.0245,9.95537,0.785885,2.16615
Ca_08496,0.914025,3.16242,7.99025,19.0299
Ca_08497,1.05109,6.12926,0.572987,2.48319
Ca_08498,15.1848,32.2388,30.7742,52.9335
Ca_08499,26.43,24.5011,38.1953,32.5445
Ca_08500,4.01405,4.1948,1103.11,1169.0
Ca_08501,2.47805,3.04391,23.5659,26.6104
Ca_08502,31.3525,32.3761,21.6589,92.9715
Ca_08503,31.3525,32.3761,21.6589,92.9715
Ca_08504,5.84754,6.29876,4.94657,6.70091
Ca_08505,20.0652,28.4069,20.4096,27.7243
Ca_08506,20.6203,28.3037,6.95212,8.1624
Ca_08507,12.1378,21.5423,12.162,14.5538
Ca_08508,14.2359,15.0343,12.6573,9.28608
Ca_08509,9.60988,0.452703,0.0,0.0
Ca_08510,33.0358,34.468,46.523,45.5354
Ca_08511,49.6851,57.869,42.3174,51.6513
Ca_08512,145.35,118.501,123.38,133.568
Ca_08513,6.94651,9.53981,5.10725,4.41659
Ca_08514,16.9189,10.3334,20.8898,20.0635
Ca_08515,11.7559,8.78887,15.8961,7.81743
Ca_08516,37.5102,45.3383,48.7114,47.3414
Ca_08517,0.0,0.0,0.0,0.0
Ca_08518,0.0,0.0,0.0,0.0
Ca_08519,0.0,0.0,0.0,0.0
Ca_08520,0.0,0.0,0.0,0.0
Ca_08521,0.0,0.0,0.0,0.0
Ca_08522,0.0,0.0,0.0,0.0
Ca_08523,0.0,0.0,0.0,0.0
Ca_08524,0.0,0.0,0.0,0.0
Ca_08525,0.0,0.0,0.0,0.0
Ca_08526,0.0,0.0,0.0,0.0
Ca_08527,4.2761,3.15086,7.37125,5.31666
Ca_08528,4.68883,6.99308,4.38069,4.74092
Ca_08529,79.3577,16.7469,72.1564,184.955
Ca_08530,11.6018,14.0403,19.3992,15.6534
Ca_08531,11.6018,14.0403,19.3992,15.6534
Ca_08532,29.6987,32.3249,11.406,8.76726
Ca_08533,106.876,87.862,52.2988,62.1174
Ca_08534,52.3731,57.9934,22.7773,25.4024
Ca_08534,4.20309,4.32924,0.900636,1.25586
Ca_08535,1.25971,1.30663,7.18391,6.57514
Ca_08536,207.909,31.2947,38.1843,33.0966
Ca_08537,26.339,27.5082,35.3125,39.4477
Ca_08538,26.339,27.5082,35.3125,39.4477
Ca_08539,7.80697,12.7286,8.29044,7.5518
Ca_08540,23.0557,22.8618,25.8192,25.2666
Ca_08541,23.0557,22.8618,25.8192,25.2666
Ca_08542,237.906,133.364,216.434,244.811
Ca_08543,237.906,133.364,216.434,244.811
Ca_08544,4.56285,40.839,3.54104,12.5316
Ca_08545,0.0696639,2.11638,0.178497,3.31844
Ca_08546,57.1286,30.666,34.2816,43.8878
Ca_08547,9.40234,8.12407,57.0717,67.5236
Ca_08548,19.9996,9.51899,10.8573,11.6543
Ca_08549,1.01184,1.32129,1.48951,0.664006
Ca_08550,6.50364,9.16971,3.61967,5.65803
Ca_08551,0.208088,0.215517,6.34169,2.84702
Ca_08552,0.127665,0.0988649,0.581462,0.431544
Ca_08553,44.9415,36.4585,56.7052,60.4152
Ca_08554,0.0,0.0,0.0,0.0
Ca_08555,61.727,21.367,76.9083,62.6622
Ca_08556,8.19329,14.659,1.19413,1.74836
Ca_08557,23.871,33.6274,8.19227,18.8275
Ca_08558,13.354,10.8516,22.1753,18.9868
Ca_08559,7.33382,3.9303,5.4595,3.50552
Ca_08560,30.4801,22.4654,30.2044,20.9489
Ca_08561,14.4372,23.2863,11.5134,16.6047
Ca_08562,0.0,1.18733,2.16086,17.2075
Ca_08563,2.26333,7.75938,8.22917,5.52095
Ca_08564,2.26333,7.75938,8.22917,5.52095
Ca_08565,0.0,0.077493,1.21621,3.57089
Ca_08566,7.18591,10.5746,17.1138,9.55781
Ca_08567,8.29455,8.44938,44.8022,40.4506
Ca_08568,8.09023,5.02498,2.907,3.053
Ca_08569,5.88933,3.09682,2.67286,2.65638
Ca_08570,93.7197,53.9858,49.6045,52.4898
Ca_08571,12.0361,12.9563,17.9309,22.1542
Ca_08572,38.6515,21.7634,4.90601,3.72573
Ca_08573,2.30907,1.29017,3.5942,2.24521
Ca_08574,14.4668,10.742,11.0999,13.3812
Ca_08575,19.9121,15.7166,20.1048,7.21192
Ca_08576,3.01849,2.22198,6.2829,4.1033
Ca_08577,15.0923,10.4863,36.3808,38.3619
Ca_08578,8.23728,16.4203,4.57173,4.2658
Ca_08579,8.23728,16.4203,4.57173,4.2658
Ca_08580,27.3174,13.9381,32.7564,29.0644
Ca_08581,5.47569,3.74838,6.23786,5.23825
Ca_08582,21.5737,12.1959,27.0964,22.6442
Ca_08583,0.0,0.197963,0.269268,0.315291
Ca_08584,23.5633,8.09506,138.829,108.161
Ca_08585,1.37686,2.11527,3.31294,1.56594
Ca_08586,5.4125,7.01678,19.8713,14.4564
Ca_08587,97.1446,76.5822,93.6059,85.8569
Ca_08588,2.68779,5.07465,1.17726,1.11688
Ca_08589,13.0338,11.9458,13.6089,17.1192
Ca_08590,0.78742,0.814314,83.7696,72.3483
Ca_08591,2.5128,3.25149,1.14498,2.43978
Ca_08592,49.7804,31.865,38.0747,34.23
Ca_08593,6.20342,13.006,12.4936,15.1515
Ca_08594,124.576,75.828,54.0507,81.0067
Ca_08595,0.626108,0.946536,3.03381,1.13742
Ca_08596,9.76465,7.97746,50.1067,18.6703
Ca_08597,827.402,567.025,664.509,728.316
Ca_08598,1.63842,0.141248,1.72558,55.5793
Ca_08599,68.5618,99.0315,48.8828,65.5325
Ca_08600,89.0743,66.5202,86.9958,81.3881
Ca_08601,98.4549,79.646,114.828,35.5278
Ca_08602,5.59728,5.45014,9.80549,4.31413
Ca_08603,0.0,0.193557,0.393204,0.0
Ca_08604,0.0,0.150321,30.1951,10.8171
Ca_08605,33.8368,30.0109,49.7816,27.4618
Ca_08606,0.0,0.0280539,0.0860476,0.0866398
Ca_08607,10.7701,49.84,1.69662,0.768304
Ca_08608,1.34184,1.27416,5.6274,5.62188
Ca_08609,15.0984,22.846,23.9614,22.8882
Ca_08610,1.41056,3.18293,2.25791,3.14469
Ca_08611,6.85321,8.49161,8.85192,8.54296
Ca_08612,42.6389,29.5545,18.8885,24.9966
Ca_08613,42.6389,29.5545,18.8885,24.9966
Ca_08614,133.247,306.939,20.8096,66.5662
Ca_08615,42.3252,79.9628,18.7987,35.6305
Ca_08616,0.0,0.0,0.0931607,0.0632921
Ca_08617,20.1716,7.47433,608.776,663.865
Ca_08618,3.41252,3.94072,7.46527,3.03387
Ca_08619,1.33533,1.86827,2.53512,1.44591
Ca_08620,68.8574,20.5527,0.363652,0.458216
Ca_08621,29.0735,19.5993,12.5247,16.2986
Ca_08622,22.5378,14.9212,17.3975,14.1136
Ca_08623,19.2995,26.5189,1.79412,2.50167
Ca_08624,8.99567,10.0137,12.2651,9.38537
Ca_08625,2.72224,3.62147,15.2167,7.11332
Ca_08626,36.3621,25.0607,54.1511,46.0489
Ca_08627,1.39143,3.03038,4.10217,3.29932
Ca_08628,0.0,0.203505,0.679051,0.270016
Ca_08629,0.834826,2.28735,1.20012,0.161177
Ca_08630,0.357754,0.336493,1.08067,0.33676
Ca_08631,0.0,4.6191,87.998,23.614
Ca_08632,0.696129,1.4244,5.05899,3.63648
Ca_08633,23.9388,18.7281,16.6605,13.992
Ca_08634,11.9272,6.82246,29.2744,40.9561
Ca_08635,3.06552,0.0913352,0.0919526,1.48724
Ca_08636,0.538429,1.35518,150.996,264.39
Ca_08637,9.6735,8.76832,0.0672384,0.118072
Ca_08638,73.8955,68.7788,71.3914,61.0944
Ca_08639,6.28826,24.3283,4.48416,4.35012
Ca_08640,5.33147,9.08643,4.24707,6.5058
Ca_08641,25.0538,13.6004,28.5253,21.3492
Ca_08642,16.4514,19.45,16.2558,15.5185
Ca_08643,40.7406,39.3676,23.1095,26.5852
Ca_08644,135.864,73.1405,136.337,91.3054
Ca_08645,27.1689,121.989,0.388175,2.74639
Ca_08646,15.4649,10.9816,38.151,44.8619
Ca_08647,51.4712,40.7324,32.4422,50.0963
Ca_08648,0.0,0.0,0.115587,0.0
Ca_08649,36.9937,41.098,26.5975,32.9105
Ca_08650,2.19637,3.58433,2.17604,2.07604
Ca_08651,26.1373,16.7825,30.7456,24.5138
Ca_08652,0.158783,0.179261,3.30283,1.92671
Ca_08653,40.8413,20.3638,18.0308,19.4883
Ca_08654,29.9177,12.3866,104.043,90.2238
Ca_08655,61.4322,18.7338,6.82997,5.02678
Ca_08656,9.46009,42.7512,13.7262,11.666
Ca_08657,134.289,53.485,113.512,75.759
Ca_08658,17.1803,41.4734,8.69464,18.8345
Ca_08659,3.64782,6.73152,4.42576,4.74592
Ca_08660,0.182495,0.391903,3.9372,4.85926
Ca_08661,25.168,16.405,46.0987,35.3972
Ca_08662,2.34387,2.4253,9.09455,9.06956
Ca_08663,223.77,207.59,114.112,143.299
Ca_08664,223.77,207.59,114.112,143.299
Ca_08665,56.9056,18.8909,395.2,362.121
Ca_08666,31.4829,29.1033,6.608,14.9993
Ca_08667,9.08254,13.3066,9.74881,7.53598
Ca_08668,0.0,0.0,10.3087,6.25797
Ca_08669,87.5036,87.8964,98.468,73.3297
Ca_08670,112.715,6.4619,37.4915,33.9335
Ca_08671,0.0,0.0,0.0,0.0
Ca_08672,0.0,0.0,0.0,0.0
Ca_08673,0.0,0.0,0.0,0.0
Ca_08674,0.0,0.0,0.0,0.0
Ca_08675,0.0,0.0,0.0,0.0
Ca_08676,0.0,0.0,0.0,0.0
Ca_08677,0.0,0.0,0.0,0.0
Ca_08678,0.0,0.0,0.0,0.0
Ca_08679,0.0,0.0,0.0,0.0
Ca_08680,0.0,0.0,0.0,0.0
Ca_08681,0.0,0.0,0.0,0.0
Ca_08682,0.0,0.0,0.0,0.0
Ca_08683,6.53098,8.32706,3.97638,6.41358
Ca_08684,8.6956,4.16706,0.509373,0.267717
Ca_08685,41.1645,21.1772,21.5278,23.1066
Ca_08686,106.229,87.1755,93.3515,99.84
Ca_08687,7.61294,7.02526,10.5385,9.3422
Ca_08688,12.5675,15.9315,8.34811,12.9976
Ca_08689,81.4146,93.0543,78.5006,81.9552
Ca_08690,22.8402,22.845,32.7919,28.4362
Ca_08691,19.6659,27.4099,12.0046,22.8391
Ca_08692,17.1136,10.6324,16.0766,21.8497
Ca_08693,1.26823,0.251099,0.0356703,0.0
Ca_08694,48.8775,55.5731,56.6258,56.8968
Ca_08695,4.94337,5.45359,19.1024,12.442
Ca_08696,1.82113,3.11693,3.38188,1.64325
Ca_08697,7.17181,5.59376,17.676,6.75649
Ca_08698,8.07586,4.1441,7.22739,6.95484
Ca_08699,0.836032,12.4436,54.759,77.3747
Ca_08700,1.23295,14.6989,50.5386,60.3932
Ca_08701,0.0,0.0,0.206369,0.455244
Ca_08702,16.3475,14.3638,26.3659,22.9491
Ca_08703,0.635033,0.145066,1.64368,0.597706
Ca_08704,20.8795,21.8957,37.8666,22.6212
Ca_08705,0.0,0.19224,0.0,0.0
Ca_08706,0.0,0.0,7.10206,3.19888
Ca_08707,192.958,439.037,3.2074,5.07383
Ca_08708,48.8919,41.2772,8.97259,10.1583
Ca_08709,2.44511,6.95295,3.53235,1.78841
Ca_08710,5.09002,1.31737,4.16665,4.35928
Ca_08711,17.852,20.0291,23.7903,31.69
Ca_08712,0.811228,0.624112,1.55563,0.469275
Ca_08713,3.53107,7.40981,4.84838,4.76196
Ca_08714,0.0,0.903414,0.0926593,2.5452
Ca_08715,9.11754,212.17,71.4883,186.019
Ca_08716,23.2384,22.0009,25.8573,17.4739
Ca_08717,104.451,26.1202,0.31523,0.141085
Ca_08718,12.9435,5.31291,7.31847,5.50764
Ca_08719,19.7593,18.0012,4.34086,4.69281
Ca_08720,35.6307,25.0246,21.1372,23.9048
Ca_08721,60.9791,46.9897,56.354,50.0958
Ca_08722,88.1641,112.801,46.5328,53.6975
Ca_08723,809.814,115.29,0.407344,1.11112
Ca_08724,46.5799,5.54424,0.34938,0.85556
Ca_08725,1.74732,2.47061,19.9012,34.7584
Ca_08726,1.96484,9.34288,3.05642,1.30022
Ca_08727,13.1648,15.7043,12.7697,14.936
Ca_08728,13.2237,32.6578,17.2242,39.9127
Ca_08729,0.0,0.0,0.0,0.0
Ca_08730,4.84016,10.255,6.61445,9.81404
Ca_08731,15.5838,19.2292,15.6494,13.981
Ca_08732,49.8365,425.367,64.7862,57.6096
Ca_08733,49.8365,425.367,64.7862,57.6096
Ca_08734,19.1296,42.3827,24.5088,34.7719
Ca_08735,31.2042,30.513,57.4891,31.6424
Ca_08736,31.2042,30.513,57.4891,31.6424
Ca_08737,5.22105,13.0727,10.7224,7.38509
Ca_08738,5.22105,13.0727,10.7224,7.38509
Ca_08739,1.10957,1.39609,3.18798,1.70361
Ca_08740,50.3799,63.2299,40.8418,31.4834
Ca_08741,8.47386,74.0677,1.25136,17.8517
Ca_08742,377.871,236.027,302.27,290.858
Ca_08743,4.61372,6.54657,5.86639,8.70317
Ca_08744,4.99616,9.09442,1.71213,1.6301
Ca_08745,90.1355,84.4216,59.2111,50.9663
Ca_08746,0.143485,0.0,0.0,0.0
Ca_08747,2.19942,2.68234,4.83961,3.72251
Ca_08748,5.40753,8.06325,7.68357,12.9082
Ca_08749,13.2356,7.75961,0.224331,0.636229
Ca_08750,7.86328,9.74135,0.887831,0.836078
Ca_08751,2.20886,1.07613,0.250639,0.339364
Ca_08752,32.1694,51.1061,13.7596,17.4974
Ca_08753,32.1694,51.1061,13.7596,17.4974
Ca_08754,53.8977,38.4868,36.3939,17.4769
Ca_08755,30.0589,29.0962,0.733593,0.547337
Ca_08756,15.785,19.4536,7.15353,8.55863
Ca_08757,39.1853,50.4646,15.8302,28.5385
Ca_08758,0.0,0.0,0.0,0.0
Ca_08759,2.35099,2.09331,1.9671,1.39299
Ca_08760,28.2449,45.8523,32.0636,33.2122
Ca_08761,1.33459,2.75526,2.67301,0.975806
Ca_08762,0.0,0.164065,0.0,0.0
Ca_08763,3.19921,6.40545,2.34172,5.21061
Ca_08763,5.06155,8.80757,3.33982,5.84563
Ca_08764,7.31783,4.78119,11.8098,9.50922
Ca_08765,0.581558,0.357385,3.4653,4.7071
