Test-id,Gene,FPKM-SS-C,FPKM-SS-S,FPKM-ST-C,FPKM-ST-S
XLOC_019788,Ca_19040,0.141542,0.0577184,0.0477012,0.110386
XLOC_019790,Ca_19041,13.0522,15.8298,20.3372,12.9695
XLOC_017848,Ca_19042,0.0,0.0,0.0,0.0
XLOC_011699,Ca_19043,0.0474983,0.0,0.0,0.0
XLOC_011700,Ca_19044,0.0,0.158225,0.053388,0.81963
XLOC_011702,Ca_19045,6.1877,5.77174,8.82308,6.98595
XLOC_009882,Ca_19046,0.0,0.0,0.0,0.0
XLOC_009883,Ca_19047,20.7835,19.6313,19.4149,18.9194
XLOC_009884,Ca_19048,0.0958587,0.326778,0.0935612,0.95432
XLOC_009885,Ca_19049,3.66694,4.60623,2.74855,4.72252
XLOC_009886,Ca_19050,5.30682,3.111,5.79414,2.52742
XLOC_009887,Ca_19051,18.6089,17.8262,27.1401,27.134
XLOC_009887,Ca_19052,18.6089,17.8262,27.1401,27.134
XLOC_009887,Ca_19053,18.6089,17.8262,27.1401,27.134
XLOC_011703,Ca_19054,0.0,0.0,0.0,0.0
XLOC_009888,Ca_19055,0.0246287,0.0278741,0.0710986,0.0258963
XLOC_009889,Ca_19056,0.0,0.0,0.0,0.0
XLOC_011704,Ca_19057,0.0,0.0,0.0,0.0
XLOC_011705,Ca_19058,0.0,0.0,0.0,0.0
XLOC_009891,Ca_19059,0.910599,1.3162,0.752378,1.03595
XLOC_009890,Ca_19060,16.7206,20.0941,15.418,25.2831
XLOC_009892,Ca_19061,0.19485,0.447586,0.283237,0.0
XLOC_009893,Ca_19062,1.34375,1.63606,1.9274,1.33048
XLOC_009894,Ca_19063,0.0,0.0,0.0,0.0
XLOC_009895,Ca_19064,0.0,0.0,0.0,0.0
XLOC_011706,Ca_19065,0.283661,0.0,0.0,0.0
XLOC_009896,Ca_19066,2.4009,2.24768,4.01402,3.33428
XLOC_011707,Ca_19067,0.0,0.0,0.0,0.432471
XLOC_011708,Ca_19068,0.290593,0.166341,0.210181,0.0
XLOC_011709,Ca_19069,0.0,0.0,0.0,0.0
XLOC_009897,Ca_19070,5.34942,4.31818,5.66965,4.10886
XLOC_009898,Ca_19070,0.0438315,0.247121,0.0,0.0481276
XLOC_011710,Ca_19071,0.0,0.0,0.0398283,0.0
XLOC_009899,Ca_19072,4.16702,4.12222,5.78164,4.42704
XLOC_009900,Ca_19073,0.0,0.0,0.0,0.0
XLOC_009901,Ca_19074,0.0,0.0,0.0,0.061004
XLOC_011711,Ca_19075,3.22276,3.91173,2.93764,4.57608
XLOC_011712,Ca_19076,4.59459,3.3541,3.55745,4.34343
XLOC_009902,Ca_19077,1.77861,1.14631,2.01598,1.06751
XLOC_011713,Ca_19078,10.1766,12.6749,8.98607,8.94739
XLOC_009903,Ca_19079,38.4974,36.519,37.0487,40.6673
XLOC_009904,Ca_19080,0.0,0.0,0.0,0.0
XLOC_009905,Ca_19081,13.0621,13.3808,11.3007,10.6049
XLOC_009906,Ca_19082,0.0,0.0431241,0.0,0.0
XLOC_009907,Ca_19083,1.1204,1.66968,1.95787,1.27077
XLOC_029625,Ca_19084,0.0,0.0,0.0,0.0
XLOC_029640,Ca_19085,0.55225,0.31365,0.369735,0.289217
XLOC_029641,Ca_19086,13.5342,12.5784,12.3194,16.2062
XLOC_029626,Ca_19087,0.159873,0.0645882,0.154637,0.394773
XLOC_029641,Ca_19088,13.5342,12.5784,12.3194,16.2062
XLOC_029642,Ca_19089,23.585,20.3271,18.576,20.5132
XLOC_029627,Ca_19090,0.122151,0.141388,0.206253,0.0
XLOC_029643,Ca_19091,5.02646,3.13691,0.0,18.8003
XLOC_029644,Ca_19092,11.6088,18.1462,6.40092,12.9224
XLOC_029645,Ca_19093,1.55114,0.793977,2.19169,1.27442
XLOC_029628,Ca_19094,0.0,0.0,0.0,0.0
XLOC_029629,Ca_19095,6.19114,5.32444,4.04815,4.20739
XLOC_029630,Ca_19096,0.409364,0.475324,0.519924,0.198949
XLOC_029646,Ca_19097,0.0,0.0,0.0,0.0
XLOC_029631,Ca_19098,0.0607422,0.0667738,0.055735,0.0
XLOC_029647,Ca_19099,1.45531,0.587747,1.4921,1.19674
XLOC_029648,Ca_19100,0.0,0.0,0.0,0.0
XLOC_029649,Ca_19101,0.0,0.0,0.0,0.0
XLOC_029650,Ca_19102,0.0,0.0,0.0,0.0
XLOC_029632,Ca_19103,2.47716,2.67569,3.57438,2.62769
XLOC_029651,Ca_19104,13.2087,12.515,15.9876,18.6173
XLOC_029652,Ca_19105,0.0,0.0,0.0,0.0
XLOC_029653,Ca_19106,11.636,12.142,10.2417,10.7223
XLOC_029654,Ca_19107,0.0,0.0,0.0,0.0
XLOC_029655,Ca_19108,0.0,0.0,0.0,0.0
XLOC_029633,Ca_19109,0.0,0.0,0.0,0.0
XLOC_029656,Ca_19110,17.531,17.4734,15.3159,14.791
XLOC_029657,Ca_19111,0.0,0.0,0.0,0.0
XLOC_029634,Ca_19112,0.0,0.0,0.0,0.0
XLOC_029635,Ca_19113,0.0,0.0,0.0,0.0
XLOC_029658,Ca_19114,0.0,0.0,0.0,0.103342
XLOC_029659,Ca_19115,0.0,0.0,0.0,0.0
XLOC_029636,Ca_19116,17.7248,15.7621,15.0632,19.3457
XLOC_029660,Ca_19117,4.40645,3.79425,3.75038,4.15479
XLOC_029637,Ca_19118,50.2536,41.7032,45.7455,36.5833
XLOC_029661,Ca_19119,7.91122,6.62834,8.16659,8.3273
XLOC_029638,Ca_19120,0.0,0.0,0.0,0.0
XLOC_029639,Ca_19121,0.182221,0.193256,0.0,0.190621
XLOC_029662,Ca_19122,0.0,0.0,0.0638849,0.0
XLOC_029663,Ca_19123,0.0,0.0,0.0,0.0
XLOC_003811,Ca_19124,0.0,0.0,0.0,0.0
XLOC_004969,Ca_19125,0.0,0.0,0.0,0.0
XLOC_003810,Ca_19126,1.6384,1.37531,1.15908,1.65948
XLOC_003809,Ca_19127,0.320496,0.582587,0.754649,0.190352
XLOC_003808,Ca_19128,1.10952,0.267425,0.802611,1.43492
XLOC_004968,Ca_19129,0.169248,0.0,0.0,0.0
XLOC_004967,Ca_19130,0.0,0.0,0.0,0.0
XLOC_003807,Ca_19131,68.1952,71.3225,55.8714,56.8222
XLOC_003806,Ca_19132,26.7332,24.4205,26.4803,24.8226
XLOC_004965,Ca_19133,0.0,0.0,0.0,0.0
XLOC_004964,Ca_19134,6.65585,8.32419,5.79789,8.76416
XLOC_003805,Ca_19135,10.5326,6.86992,1.11942,1.88563
XLOC_003804,Ca_19136,36.7571,39.0845,41.7686,39.5517
XLOC_004963,Ca_19137,59.3444,55.8248,57.0982,56.7514
XLOC_004963,Ca_19138,59.3444,55.8248,57.0982,56.7514
XLOC_004962,Ca_19139,0.0,0.0,0.0,0.0
XLOC_004961,Ca_19140,24.9326,25.9563,26.1386,27.5598
XLOC_004960,Ca_19141,0.0,0.0,0.0,0.0
XLOC_003803,Ca_19142,12.0582,10.78,13.275,14.0578
XLOC_004959,Ca_19143,4.60512,5.62046,4.44228,3.85639
XLOC_004958,Ca_19144,8.73662,9.53695,12.3873,11.3071
XLOC_003802,Ca_19145,5.26332,4.77175,5.33331,4.33709
XLOC_003801,Ca_19146,0.0,0.0,0.0,0.0
XLOC_004957,Ca_19147,3.37567,3.19879,3.06786,4.85871
XLOC_003800,Ca_19148,0.0554075,0.188383,0.211271,0.183249
XLOC_004956,Ca_19149,0.0,0.0,10.6336,2.79733
XLOC_003799,Ca_19150,0.258131,0.63791,0.734332,0.156446
XLOC_004955,Ca_19151,28.6532,25.4645,34.3838,32.6135
XLOC_003798,Ca_19152,0.280586,0.333052,0.43953,0.0
XLOC_003797,Ca_19153,17.9074,16.1573,19.828,18.6421
XLOC_003796,Ca_19154,67.4521,63.8141,71.2725,73.6006
XLOC_003795,Ca_19155,31.8759,30.4392,33.4686,33.6058
XLOC_003794,Ca_19156,20.3475,21.0946,21.2583,20.4386
XLOC_003793,Ca_19157,22.86,20.4917,19.1225,20.9843
XLOC_003792,Ca_19158,0.426475,0.818641,0.111011,0.520488
XLOC_004954,Ca_19159,14.026,18.6066,26.1211,22.7103
XLOC_003791,Ca_19160,257.822,249.89,197.762,163.395
XLOC_004953,Ca_19161,47.9625,35.7792,42.7995,50.4096
XLOC_003790,Ca_19162,216.071,232.756,180.498,163.232
XLOC_019666,Ca_19163,4.67414,3.7869,3.08165,2.69421
XLOC_019665,Ca_19164,7.89662,6.94004,7.83399,7.28145
XLOC_019665,Ca_19165,7.89662,6.94004,7.83399,7.28145
XLOC_019664,Ca_19166,51.2644,49.1617,51.7126,56.5853
XLOC_017730,Ca_19167,62.9005,48.3541,56.5237,46.6706
XLOC_017729,Ca_19168,17.9474,17.5085,16.8913,16.293
XLOC_019663,Ca_19169,51.3728,51.1283,39.6512,45.6314
XLOC_019662,Ca_19170,20.715,16.2218,28.9671,17.6862
XLOC_017728,Ca_19171,2.49429,1.68653,2.9021,3.35331
XLOC_019661,Ca_19172,31.0833,31.4553,19.1413,31.5413
XLOC_017727,Ca_19173,1.07997,0.899234,1.18498,1.08268
XLOC_017726,Ca_19174,0.242768,0.340134,0.263698,0.502446
XLOC_017725,Ca_19175,0.100047,0.0819128,0.0,0.0
XLOC_017724,Ca_19176,57.2252,56.8246,56.9611,60.5429
XLOC_017723,Ca_19177,99.2213,84.3015,95.2315,94.0087
XLOC_017722,Ca_19178,0.0,0.0,0.0,0.0
XLOC_019660,Ca_19179,28.9092,30.3316,30.0226,26.6755
XLOC_019659,Ca_19180,0.353596,0.428959,0.347073,0.267002
XLOC_017721,Ca_19181,9.5821,8.01911,7.49221,8.14664
XLOC_019658,Ca_19182,0.0,0.0,0.0,0.0
XLOC_019657,Ca_19183,0.0,0.0,0.0,0.0
XLOC_017720,Ca_19184,13.9151,15.7022,20.3054,18.8674
XLOC_017719,Ca_19185,0.0,0.0,0.0,0.0
XLOC_019656,Ca_19186,1.01203,1.57051,1.94668,2.05155
XLOC_017718,Ca_19187,0.0,0.0,0.0,0.0
XLOC_019655,Ca_19188,0.0,0.0,0.0,0.0
XLOC_019654,Ca_19189,42.193,46.4743,77.1759,71.6793
XLOC_019653,Ca_19190,13.3549,10.9504,16.7193,14.6662
XLOC_017717,Ca_19191,15.199,13.2212,11.4188,13.6216
XLOC_017716,Ca_19192,53.4454,54.321,47.4506,52.4052
XLOC_017715,Ca_19193,0.0351611,0.0395399,0.0,0.0743887
XLOC_017714,Ca_19194,6.1165,7.34075,6.54468,8.40412
XLOC_017713,Ca_19195,0.765338,3.43027,3.69121,3.44187
XLOC_019652,Ca_19196,0.0,0.0,0.0,0.0
XLOC_017711,Ca_19197,114.749,115.998,110.586,110.678
XLOC_019650,Ca_19198,0.0,0.0,0.0,0.0
XLOC_017710,Ca_19199,26.6215,26.3904,30.0859,25.4179
XLOC_017709,Ca_19200,0.0,0.0,0.0,0.0
XLOC_017708,Ca_19201,0.432279,0.450502,0.61419,0.940934
XLOC_015542,Ca_19202,72.2297,76.8315,74.1597,66.4771
XLOC_013880,Ca_19203,0.108316,0.0,0.0527209,0.0
XLOC_013879,Ca_19204,0.0,0.0,0.0,0.0
XLOC_013878,Ca_19205,0.121825,0.132225,0.0,0.292022
XLOC_015541,Ca_19206,0.0,0.0,0.0,0.0861701
XLOC_013877,Ca_19207,0.0572959,0.0694946,0.0884235,0.0
XLOC_013876,Ca_19208,9.4709,10.3855,7.40908,9.51406
XLOC_013875,Ca_19209,20.6957,22.2201,20.2541,21.2377
XLOC_015540,Ca_19210,12.2549,9.59482,14.8327,11.0258
XLOC_015539,Ca_19211,2.86939,2.66469,3.42927,3.18446
XLOC_013874,Ca_19212,0.79743,0.693209,1.33094,0.711177
XLOC_013873,Ca_19213,43.3791,50.9778,40.1063,37.6809
XLOC_015538,Ca_19214,4.0912,4.93481,4.31458,4.28202
XLOC_013872,Ca_19215,3.21536,2.44578,3.70426,2.85241
XLOC_015537,Ca_19216,189.638,149.372,125.979,132.486
XLOC_013871,Ca_19217,0.0520082,0.0577909,0.0532212,0.186938
XLOC_015536,Ca_19218,22.4154,24.5917,17.3648,16.5849
XLOC_013870,Ca_19219,1.48522,0.786966,0.884416,1.1679
XLOC_013869,Ca_19220,0.512688,0.221675,0.705423,1.62796
XLOC_015535,Ca_19221,37.7382,51.034,27.2727,37.3293
XLOC_015534,Ca_19222,0.0,0.0,0.0,0.0
XLOC_015533,Ca_19223,0.555692,0.0,0.0,0.0
XLOC_013868,Ca_19224,0.485122,0.540954,0.270013,0.289986
XLOC_015532,Ca_19225,0.175592,0.0,0.0,0.0
XLOC_013867,Ca_19226,4.14499,3.8861,3.9021,3.54515
XLOC_013866,Ca_19227,105.812,111.432,98.9637,108.623
XLOC_013865,Ca_19228,136.056,129.74,121.318,139.986
XLOC_013865,Ca_19229,136.056,129.74,121.318,139.986
XLOC_015531,Ca_19230,0.0,0.0,0.0,0.0
XLOC_013865,Ca_19231,136.056,129.74,121.318,139.986
XLOC_015530,Ca_19232,4.37599,4.7062,5.38427,4.43778
XLOC_015529,Ca_19233,0.0,0.0,0.0,0.0
XLOC_013864,Ca_19234,1.13426,1.06283,1.53516,1.80679
XLOC_013863,Ca_19235,23.0539,20.9818,25.7793,26.9168
XLOC_015528,Ca_19236,19.4854,16.5351,17.4756,17.6548
XLOC_013862,Ca_19237,3.51862,3.15141,3.09499,2.70897
XLOC_015527,Ca_19238,7.53074,6.39899,7.12164,5.99836
XLOC_015526,Ca_19239,250.7,322.92,197.26,259.155
XLOC_015525,Ca_19240,0.912715,0.615371,0.68938,1.05837
XLOC_012363,Ca_19241,0.652847,0.576111,0.979617,0.659036
XLOC_010599,Ca_19242,37.0546,35.1976,43.7782,44.3938
XLOC_012362,Ca_19243,55.3848,61.257,47.9951,49.5645
XLOC_010598,Ca_19244,0.329406,0.197598,0.242721,0.750943
XLOC_010597,Ca_19245,35.7443,29.4961,34.2543,32.5797
XLOC_010596,Ca_19246,12.7105,13.9214,12.0575,11.6689
XLOC_012361,Ca_19247,98.7652,88.7687,91.0808,86.1489
XLOC_012360,Ca_19248,301.925,285.534,261.475,245.891
XLOC_010595,Ca_19249,70.7294,54.4094,44.0367,58.1764
XLOC_010594,Ca_19250,15.4216,13.4289,19.8902,26.0246
XLOC_010593,Ca_19251,23.4462,22.0387,21.2291,20.9471
XLOC_012359,Ca_19252,8.07333,7.9113,9.7668,8.72212
XLOC_010592,Ca_19253,13.5672,15.5797,13.3869,10.2851
XLOC_010591,Ca_19254,4.88715,6.93108,8.24499,4.33085
XLOC_010590,Ca_19255,0.0,0.0,0.593331,3.31093
XLOC_012356,Ca_19256,10.447,7.81914,9.49764,11.3967
XLOC_010589,Ca_19257,0.179254,0.490663,0.626766,0.51316
XLOC_012355,Ca_19258,3.47036,2.55509,3.10575,2.94005
XLOC_010588,Ca_19259,0.0351071,0.264145,0.0565383,0.132206
XLOC_010587,Ca_19260,1.77891,2.00169,1.40997,1.75946
XLOC_010586,Ca_19261,99.5948,108.244,83.7589,82.0755
XLOC_010585,Ca_19262,3.18164,3.01345,1.64296,3.51317
XLOC_010582,Ca_19263,52.7249,46.4634,49.3108,59.5517
XLOC_012354,Ca_19264,6.69693,6.8068,6.5902,7.10596
XLOC_012353,Ca_19265,23.2441,20.7594,24.6174,26.6485
XLOC_010581,Ca_19266,5.51589,4.28484,7.00834,5.69485
XLOC_010580,Ca_19267,0.0,0.0,0.0,0.246915
XLOC_010579,Ca_19268,0.114804,0.0,0.566901,0.27662
XLOC_010576,Ca_19269,3.6077,3.86066,5.04357,3.14792
XLOC_010575,Ca_19270,33.0907,31.3554,31.1913,33.374
XLOC_010574,Ca_19271,132.987,136.467,135.366,143.848
XLOC_010573,Ca_19272,18.0045,22.9332,23.3566,29.4709
XLOC_010572,Ca_19273,13.0479,12.5618,10.6818,11.2207
XLOC_010571,Ca_19274,0.0528421,0.0605424,0.0,0.125576
XLOC_012351,Ca_19275,14.4451,11.9856,5.60195,8.602
XLOC_010570,Ca_19276,24.5337,23.8373,22.6634,23.8606
XLOC_012350,Ca_19277,24.6468,20.6146,23.8843,23.1295
XLOC_010569,Ca_19278,12.3168,12.862,9.68783,8.75841
XLOC_010568,Ca_19279,0.0,0.0,0.0,0.0
XLOC_002834,Ca_19280,0.0,0.0,0.0,0.0
XLOC_002833,Ca_19281,554.915,638.714,264.32,275.225
XLOC_001274,Ca_19282,0.0,0.0,0.0,0.0
XLOC_002832,Ca_19283,9.24202,8.86453,9.20442,9.10876
XLOC_001273,Ca_19284,27.2067,32.4099,30.7647,30.5839
XLOC_001272,Ca_19285,0.0,0.0,0.0,0.0
XLOC_002831,Ca_19286,16.7235,20.9735,15.7426,17.58
XLOC_001271,Ca_19287,9.28155,9.53118,9.5501,10.7322
XLOC_002830,Ca_19288,10.3624,8.85479,10.7806,9.95535
XLOC_002829,Ca_19289,21.6681,19.2239,25.1266,21.2528
XLOC_001270,Ca_19290,51.5804,53.1982,59.677,56.9842
XLOC_002828,Ca_19291,0.0,0.0,0.235935,0.0
XLOC_001269,Ca_19292,1.96804,1.04762,1.78149,1.72028
XLOC_002827,Ca_19293,0.0,0.0,0.0,0.0
XLOC_001268,Ca_19294,8.26262,8.25648,7.1656,7.70419
XLOC_002826,Ca_19295,25.9593,19.8457,55.1859,93.9652
XLOC_001267,Ca_19296,18.27,13.3346,45.436,64.7167
XLOC_002825,Ca_19297,25.7444,15.1767,72.3062,120.669
XLOC_001266,Ca_19298,6.5176,6.09908,4.24078,7.36674
XLOC_001265,Ca_19299,29.8086,33.5123,22.3539,15.1432
XLOC_002824,Ca_19300,0.0,0.0,0.0,0.0
XLOC_001264,Ca_19301,0.0,0.0,0.0,0.0
XLOC_001263,Ca_19302,151.152,85.1799,177.627,214.736
XLOC_002823,Ca_19303,0.12183,0.0475576,0.190137,0.0922025
XLOC_001261,Ca_19304,29.617,31.9001,18.0175,27.3776
XLOC_001261,Ca_19305,29.617,31.9001,18.0175,27.3776
XLOC_001260,Ca_19306,0.0,0.0,0.0,0.0
XLOC_002822,Ca_19307,0.118177,0.515217,0.191677,0.815856
XLOC_002821,Ca_19308,1.23664,0.82613,1.14704,1.39293
XLOC_001259,Ca_19309,42.5378,54.2151,43.3038,38.7532
XLOC_001258,Ca_19310,0.0,0.0,0.0,0.0
XLOC_002820,Ca_19311,0.0,0.0,0.0,0.0
XLOC_001257,Ca_19312,1.06928,0.847817,0.94116,0.87791
XLOC_001256,Ca_19313,0.0,0.0,0.0,0.0
XLOC_001255,Ca_19314,0.0,0.0,0.0,0.0
XLOC_002819,Ca_19315,0.0,0.0,0.0,0.0
XLOC_002818,Ca_19316,0.0,0.0,0.0,0.0
XLOC_002817,Ca_19317,0.0,0.0,0.0,0.0
XLOC_007754,Ca_19318,0.0,0.0,0.0,0.0
XLOC_006361,Ca_19319,0.0,0.0,0.0,0.0
XLOC_006363,Ca_19320,0.0,0.0,0.0,0.0
XLOC_006364,Ca_19321,11.1987,10.226,41.1545,30.1358
XLOC_006365,Ca_19322,1.59043,1.91191,2.33933,1.71726
XLOC_006366,Ca_19323,2.03761,2.15205,2.68645,2.65575
XLOC_007756,Ca_19324,3.07274,2.68372,3.62488,3.56761
XLOC_007757,Ca_19325,0.951398,1.35105,1.46087,0.771377
XLOC_007758,Ca_19326,1.36,1.98875,2.38484,1.14618
XLOC_006367,Ca_19327,31.5023,27.6789,30.9577,27.0159
XLOC_007759,Ca_19328,34.9554,35.8218,33.7736,33.8059
XLOC_006368,Ca_19329,0.978723,0.989746,0.465701,0.743816
XLOC_007760,Ca_19330,0.0394205,0.0,0.0,0.0
XLOC_006369,Ca_19331,84.5485,87.8142,80.122,67.406
XLOC_007761,Ca_19332,11.9978,13.9598,14.1751,15.4069
XLOC_007763,Ca_19333,56.886,55.5163,60.7081,59.4328
XLOC_007764,Ca_19334,13.0334,11.4557,13.4925,14.2461
XLOC_007765,Ca_19335,3.27104,4.89639,3.57976,5.21752
XLOC_006370,Ca_19336,35.6698,53.8814,58.6269,40.186
XLOC_007766,Ca_19336,4.38128,5.22192,6.32166,5.97964
XLOC_007767,Ca_19337,0.0,0.127942,0.0,0.0
XLOC_007768,Ca_19338,19.1086,17.7825,17.6913,15.7125
XLOC_007769,Ca_19339,4.68617,4.08933,4.02834,3.98456
XLOC_006371,Ca_19340,694.481,616.236,563.624,582.409
XLOC_007770,Ca_19341,9.64007,7.62751,5.49556,8.04652
XLOC_007771,Ca_19342,2.03738,2.82019,2.38796,3.57861
XLOC_006372,Ca_19343,0.0,0.0,0.0,0.0
XLOC_006373,Ca_19344,43.3949,47.519,48.173,48.8409
XLOC_007772,Ca_19345,5.52458,5.42986,4.81827,5.4394
XLOC_007773,Ca_19346,294.167,264.57,212.358,269.804
XLOC_006375,Ca_19347,39.4819,43.181,37.845,43.6417
XLOC_007774,Ca_19348,50.0038,53.0413,95.3055,68.0769
XLOC_007776,Ca_19349,68.3732,44.8692,39.0923,31.2483
XLOC_006376,Ca_19350,0.0,0.0,0.0,0.0
XLOC_006377,Ca_19351,0.0,0.0,0.0,0.0
XLOC_007777,Ca_19352,0.0,0.0,0.0,0.0
XLOC_007778,Ca_19353,14.8479,10.0078,8.18567,6.6381
XLOC_007779,Ca_19354,75.5185,31.9014,22.9296,14.4686
XLOC_007780,Ca_19355,0.0,0.0,0.0,0.0
XLOC_007555,Ca_19356,0.0,0.0,0.0,0.0
XLOC_007556,Ca_19357,31.2756,35.6171,27.9149,39.5597
XLOC_006189,Ca_19358,48.281,42.2723,36.7572,40.9798
XLOC_006190,Ca_19359,44.8146,41.7356,37.2842,40.0212
XLOC_006191,Ca_19360,20.0098,18.4681,18.9974,18.6798
XLOC_007557,Ca_19361,0.0,0.0,0.0,0.0
XLOC_007558,Ca_19362,0.0,0.0466361,0.0,0.0
XLOC_006192,Ca_19363,0.0,0.0,0.0,0.0
XLOC_006193,Ca_19364,0.0,0.0,0.0,0.0489859
XLOC_007559,Ca_19365,0.0,0.0,0.0,0.0
XLOC_007560,Ca_19366,0.0,0.0,0.0,0.0
XLOC_006194,Ca_19367,0.0,0.0,0.0,0.0
XLOC_007561,Ca_19368,0.0,0.0,0.0,0.0
XLOC_006195,Ca_19369,0.0,0.0,0.0,0.0
XLOC_006196,Ca_19370,0.0,0.0,0.0,0.0
XLOC_006197,Ca_19371,0.0,0.0,0.0,0.0
XLOC_006198,Ca_19372,0.0,0.0,0.0,0.0
XLOC_007562,Ca_19373,0.0,0.0,0.0,0.0
XLOC_007563,Ca_19374,2.94966,2.15751,0.943007,2.06205
XLOC_006200,Ca_19375,16.1043,15.1022,11.2461,12.9701
XLOC_006200,Ca_19376,16.1043,15.1022,11.2461,12.9701
XLOC_006201,Ca_19377,0.0,0.0,0.0,0.0
XLOC_006203,Ca_19378,0.0,0.0,0.0,0.0
XLOC_006204,Ca_19379,0.196038,0.243734,0.0,0.0
XLOC_007564,Ca_19380,0.0,0.0,0.0,0.0
XLOC_007565,Ca_19381,19.3263,20.7544,20.2318,19.8945
XLOC_007566,Ca_19382,82.624,85.8293,83.7837,86.5218
XLOC_007567,Ca_19383,0.796106,0.862053,0.70065,0.78602
XLOC_007568,Ca_19384,0.468626,0.307381,0.459817,0.751876
XLOC_007569,Ca_19385,0.573016,0.653525,0.89509,1.01636
XLOC_007570,Ca_19386,16.039,20.471,19.8658,22.2471
XLOC_006205,Ca_19387,0.47192,0.486361,1.1271,1.32439
XLOC_007571,Ca_19388,0.0,0.0,0.0,0.0
XLOC_006206,Ca_19389,0.109089,0.278673,0.0898803,0.0
XLOC_007572,Ca_19390,0.0,0.0,0.0,0.0
XLOC_006207,Ca_19391,0.0,0.0,0.0,0.0
XLOC_007573,Ca_19392,8.17033,7.1729,10.494,8.4
XLOC_005991,Ca_19393,20.3645,17.3884,27.3305,10.8337
XLOC_005990,Ca_19394,0.0,0.0,0.0,0.0
XLOC_007377,Ca_19395,0.0,0.0,0.0,0.0
XLOC_005989,Ca_19396,0.0,0.0,0.0,0.0
XLOC_007376,Ca_19397,0.0,0.0752891,0.0,0.0
XLOC_005988,Ca_19398,22.0686,21.908,19.3564,21.8988
XLOC_005987,Ca_19399,0.0,0.0,0.0202988,0.0232159
XLOC_007375,Ca_19400,114.313,113.966,107.649,124.355
XLOC_005986,Ca_19401,6.52887,7.4255,4.22283,7.15118
XLOC_005985,Ca_19402,0.0,0.0,0.0,0.0
XLOC_007373,Ca_19403,79.5246,80.4781,75.5347,75.6784
XLOC_007372,Ca_19404,0.0,0.0,0.0,0.0
XLOC_007371,Ca_19405,2.41204,2.83609,5.55055,4.06032
XLOC_007370,Ca_19406,1.58897,1.02827,1.7426,1.74438
XLOC_005984,Ca_19407,66.9417,70.7979,62.246,56.4206
XLOC_005984,Ca_19408,66.9417,70.7979,62.246,56.4206
XLOC_007369,Ca_19409,10.9169,11.0879,9.60422,10.2769
XLOC_005983,Ca_19410,0.0,0.0,0.0,0.0
XLOC_007368,Ca_19411,0.0,0.0,0.0,0.0
XLOC_005982,Ca_19412,0.0,0.0,0.0,0.0
XLOC_005981,Ca_19413,0.0,0.0,0.0,0.0
XLOC_007367,Ca_19414,0.0,0.0,0.0,0.0
XLOC_007366,Ca_19415,0.819346,0.465773,1.00733,0.450294
XLOC_007365,Ca_19416,0.0,0.0,0.0,0.0
XLOC_005980,Ca_19417,0.0,0.0,0.0,0.0
XLOC_007364,Ca_19418,0.0,0.0,0.0,0.0
XLOC_005979,Ca_19419,0.0,0.410088,1.7224,1.64929
XLOC_005978,Ca_19420,284.974,327.093,288.813,277.015
XLOC_007363,Ca_19421,0.0,0.454974,0.414803,0.0
XLOC_005977,Ca_19422,5.18087,9.0948,7.13207,6.43366
XLOC_005976,Ca_19423,0.0,0.0,0.0,0.0
XLOC_007362,Ca_19424,0.0,0.0,0.0,0.0
XLOC_005975,Ca_19425,0.0,0.0,0.0,0.0
XLOC_007361,Ca_19426,0.0,0.0,0.0,0.0
XLOC_005974,Ca_19427,0.0,0.0,0.0,0.0
XLOC_005973,Ca_19428,0.0,0.0,0.0,0.0
XLOC_007360,Ca_19429,0.0,0.0,0.0,0.0
XLOC_003018,Ca_19430,0.0,0.0,0.0,0.0
XLOC_001407,Ca_19431,0.0,0.0,0.0,0.0
XLOC_001408,Ca_19432,0.0,0.0,0.0,0.0
XLOC_001409,Ca_19433,6.42703,4.30493,6.57109,7.10967
XLOC_003019,Ca_19434,0.0211888,0.0,0.0507803,0.0
XLOC_001410,Ca_19435,0.0,0.0,0.0,0.0
XLOC_003020,Ca_19436,0.0,0.0,0.0,0.0
XLOC_001411,Ca_19437,6.62545,5.53001,7.79875,7.6562
XLOC_001412,Ca_19438,0.0,0.0,0.0,0.0
XLOC_003021,Ca_19439,0.514509,0.465493,1.3395,0.700449
XLOC_001413,Ca_19440,4.29612,2.99566,4.33669,3.52793
XLOC_003022,Ca_19441,24.4205,21.0573,10.1338,11.0911
XLOC_003023,Ca_19442,0.0,0.0,0.0,0.0
XLOC_001414,Ca_19443,0.0,0.0,0.0,0.0
XLOC_001415,Ca_19444,0.0850057,0.0,0.337127,0.0993853
XLOC_003024,Ca_19445,0.247753,0.0,0.210797,0.0
XLOC_001416,Ca_19446,0.0,0.0,0.0,0.0
XLOC_003025,Ca_19447,0.0,0.0,0.0,0.0
XLOC_003026,Ca_19448,0.0,0.0,0.0,0.0
XLOC_001417,Ca_19449,2.65404,1.83681,2.02085,1.93646
XLOC_001418,Ca_19450,3.6985,3.6233,5.09279,3.6741
XLOC_001419,Ca_19451,0.0,0.0,0.0,0.0
XLOC_003027,Ca_19452,58.2584,59.8539,80.3956,85.7336
XLOC_001420,Ca_19453,0.0,1.07737,0.0,0.0
XLOC_003028,Ca_19454,0.0,0.0,0.0,0.0
