Gene_identifier,Root-Control,Root-CS,Shoot-Control,Shoot-CS
Ca_22064,0.0,0.0,0.0,0.0
Ca_22065,0.0,0.0,0.0,0.0
Ca_22066,0.0,0.0,0.0,0.0
Ca_22067,0.0,0.0,0.0,0.0
Ca_22068,0.0,0.0,0.0,0.0
Ca_22069,0.0,0.0,0.0,0.0
Ca_22070,0.0,0.0,0.0,0.0
Ca_22071,0.0,0.0,0.0,0.0
Ca_22072,0.0,0.0,0.0,0.0
Ca_22073,0.0,0.0,0.0,0.0
Ca_22074,0.0,0.0,0.0,0.0
Ca_22075,0.0,0.0,0.0,0.0
Ca_22076,0.0,0.0,0.0,0.0
Ca_22077,0.0,0.0,0.0,0.0
Ca_22078,0.0,0.0,0.0,0.0
Ca_22079,0.0,0.0,0.0,0.0
Ca_22080,0.0,0.0,0.0,0.0
Ca_22081,0.0,0.0,0.0,0.0
Ca_22082,0.0,0.0,0.0,0.0
Ca_22083,0.0,0.0,0.0,0.0
Ca_22084,0.0,0.0,0.0,0.0
Ca_22085,0.0,0.0,0.0,0.0
Ca_22086,0.0,0.0,0.0,0.0
Ca_22087,0.0,0.0,0.0,0.0
Ca_22088,0.0,0.0,0.0,0.0
Ca_22089,0.0,0.0,0.0,0.0
Ca_22090,0.0,0.0,0.0,0.0
Ca_22091,0.0,0.0,0.0,0.0
Ca_22092,0.0,0.0,0.0,0.0
Ca_22093,0.0,0.0,0.0,0.0
Ca_22094,0.0,0.0,0.0,0.0
Ca_22095,0.0,0.0,0.0,0.0
Ca_22096,0.0,0.0,0.0,0.0
Ca_22097,0.0,0.0,0.0,0.0
Ca_22098,0.0,0.0,0.0,0.0
Ca_22099,0.0,0.0,0.0,0.0
Ca_22100,0.0,0.0,0.0,0.0
Ca_22101,0.0,0.0,0.0,0.0
Ca_22102,0.0,0.0,0.0,0.0
Ca_22103,0.0,0.0,0.0,0.0
Ca_22104,0.0,0.0,0.0,0.0
Ca_22105,0.0,0.0,0.0,0.0
Ca_22106,0.0,0.0,0.0,0.0
Ca_22107,0.0,0.0,0.0,0.0
Ca_22108,0.0,0.0,0.0,0.0
Ca_22109,0.0,0.0,0.0,0.0
Ca_22110,0.0,0.0,0.0,0.0
Ca_22111,0.0,0.0,0.0,0.0
Ca_22112,0.0,0.0,0.0,0.0
Ca_22113,0.0,0.0,0.0,0.0
Ca_22114,0.0,0.0,0.0,0.0
Ca_22115,0.0,0.0,0.0,0.0
Ca_22116,0.0,0.0,0.0,0.0
Ca_22117,0.0,0.0,0.0,0.0
Ca_22118,0.0,0.0,0.0,0.0
Ca_22119,0.0,0.0,0.0,0.0
Ca_22120,0.0,0.0,0.0,0.0
Ca_22121,0.0,0.0,0.0,0.0
Ca_22122,0.0,0.0,0.0,0.0
Ca_22123,0.0,0.0,0.0,0.0
Ca_22124,0.0,0.0,0.0,0.0
Ca_22125,0.0,0.0,0.0,0.0
Ca_22126,0.0,0.0,0.0,0.0
Ca_22127,0.0,0.0,0.0,0.0
Ca_22128,0.0,0.0,0.0,0.0
Ca_22129,0.0,0.0,0.0,0.0
Ca_22130,0.0,0.0,0.0,0.0
Ca_22131,0.0,0.0,0.0,0.0
Ca_22132,0.0,0.0,0.0,0.0
Ca_22133,0.0,0.0,0.0,0.0
Ca_22134,0.0,0.0,0.0,0.0
Ca_22135,0.0,0.0,0.0,0.0
Ca_22136,0.0,0.0,0.0,0.0
Ca_22137,0.0,0.0,0.0,0.0
Ca_22138,0.0,0.0,0.0,0.0
Ca_22139,0.0,0.0,0.0,0.0
Ca_22140,0.0,0.0,0.0,0.0
Ca_22141,0.0,0.0,0.0,0.0
Ca_22142,0.0,0.0,0.0,0.0
Ca_22143,0.0,0.0,0.0,0.0
Ca_22144,0.0,0.0,0.0,0.0
Ca_22145,0.0,0.0,0.0,0.0
Ca_22146,0.0,0.0,0.0,0.0
Ca_22147,0.0,0.0,0.0,0.0
Ca_22148,0.0,0.0,0.0,0.0
Ca_22149,0.0,0.0,0.0,0.0
Ca_22150,0.0,0.0,0.0,0.0
Ca_22151,0.0,0.0,0.0,0.0
Ca_22152,0.0,0.0,0.0,0.0
Ca_22153,0.0,0.0,0.0,0.0
Ca_22154,0.0,0.0,0.0,0.0
Ca_22155,0.0,0.0,0.0,0.0
Ca_22156,0.0,0.0,0.0,0.0
Ca_22157,0.0,0.0,0.0,0.0
Ca_22158,0.0,0.0,0.0,0.0
Ca_22159,0.0,0.0,0.0,0.0
Ca_22160,0.0,0.0,0.0,0.0
Ca_22161,0.0,0.0,0.0,0.0
Ca_22162,0.0,0.0,0.0,0.0
Ca_22163,0.0,0.0,0.0,0.0
Ca_22164,0.0,0.0,0.0,0.0
Ca_22165,0.0,0.0,0.0,0.0
Ca_22166,0.0,0.0,0.0,0.0
Ca_22167,0.0,0.0,0.0,0.0
Ca_22168,0.0,0.0,0.0,0.0
Ca_22169,0.0,0.0,0.0,0.0
Ca_22170,0.0,0.0,0.0,0.0
Ca_22171,0.0,0.0,0.0,0.0
Ca_22172,0.0,0.0,0.0,0.0
Ca_22173,0.0,0.0,0.0,0.0
Ca_22174,0.0,0.0,0.0,0.0
Ca_22175,0.0,0.0,0.0,0.0
Ca_22176,0.0,0.0,0.0,0.0
Ca_22177,0.0,0.0,0.0,0.0
Ca_22178,0.0,0.0,0.0,0.0
Ca_22179,0.0,0.0,0.0,0.0
Ca_22180,0.0,0.0,0.0,0.0
Ca_22181,0.0,0.0,0.0,0.0
Ca_22182,0.0,0.0,0.0,0.0
Ca_22183,0.0,0.0,0.0,0.0
Ca_22184,0.0,0.0,0.0,0.0
Ca_22185,0.0,0.0,0.0,0.0
Ca_22186,0.0,0.0,0.0,0.0
Ca_22187,0.0,0.0,0.0,0.0
Ca_22188,0.0,0.0,0.0,0.0
Ca_22189,0.0,0.0,0.0,0.0
Ca_22190,0.0,0.0,0.0,0.0
Ca_22191,0.0,0.0,0.0,0.0
Ca_22192,0.0,0.0,0.0,0.0
Ca_22193,0.0,0.0,0.0,0.0
Ca_22194,0.0,0.0,0.0,0.0
Ca_22195,0.0,0.0,0.0,0.0
Ca_22196,0.0,0.0,0.0,0.0
Ca_22197,0.0,0.0,0.0,0.0
Ca_22198,0.0,0.0,0.0,0.0
Ca_22199,0.0,0.0,0.0,0.0
Ca_22200,0.0,0.0,0.0,0.0
Ca_22201,0.0,0.0,0.0,0.0
Ca_22202,0.0,0.0,0.0,0.0
Ca_22203,0.0,0.0,0.0,0.0
Ca_22204,0.0,0.0,0.0,0.0
Ca_22205,0.0,0.0,0.0,0.0
Ca_22206,0.0,0.0,0.0,0.0
Ca_22207,0.0,0.0,0.0,0.0
Ca_22208,0.0,0.0,0.0,0.0
Ca_22209,0.0,0.0,0.0,0.0
Ca_22210,0.0,0.0,0.0,0.0
Ca_22211,0.0,0.0,0.0,0.0
Ca_22212,0.0,0.0,0.0,0.0
Ca_22213,0.0,0.0,0.0,0.0
Ca_22214,0.0,0.0,0.0,0.0
Ca_22215,0.0,0.0,0.0,0.0
Ca_22216,0.0,0.0,0.0,0.0
Ca_22217,0.0,0.0,0.0,0.0
Ca_22218,0.0,0.0,0.0,0.0
Ca_22219,0.0,0.0,0.0,0.0
Ca_22220,0.0,0.0,0.0,0.0
Ca_22221,0.0,0.0,0.0,0.0
Ca_22222,0.0,0.0,0.0,0.0
Ca_22223,0.0,0.0,0.0,0.0
Ca_22224,0.0,0.0,0.0,0.0
Ca_22225,0.0,0.0,0.0,0.0
Ca_22226,0.0,0.0,0.0,0.0
Ca_22227,0.0,0.0,0.0,0.0
Ca_22228,0.0,0.0,0.0,0.0
Ca_22229,0.0,0.0,0.0,0.0
Ca_22230,0.0,0.0,0.0,0.0
Ca_22231,0.0,0.0,0.0,0.0
Ca_22232,0.0,0.0,0.0,0.0
Ca_22233,0.0,0.0,0.0,0.0
Ca_22234,0.0,0.0,0.0,0.0
Ca_22235,0.0,0.0,0.0,0.0
Ca_22236,0.0,0.0,0.0,0.0
Ca_22237,0.0,0.0,0.0,0.0
Ca_22238,0.0,0.0,0.0,0.0
Ca_22239,0.0,0.0,0.0,0.0
Ca_22240,0.0,0.0,0.0,0.0
Ca_22241,0.0,0.0,0.0,0.0
Ca_22242,0.0,0.0,0.0,0.0
Ca_22243,0.0,0.0,0.0,0.0
Ca_22244,0.0,0.0,0.0,0.0
Ca_22245,0.0,0.0,0.0,0.0
Ca_22246,0.0,0.0,0.0,0.0
Ca_22247,0.0,0.0,0.0,0.0
Ca_22248,0.0,0.0,0.0,0.0
Ca_22249,0.0,0.0,0.0,0.0
Ca_22250,0.0,0.0,0.0,0.0
Ca_22251,0.0,0.0,0.0,0.0
Ca_22252,0.0,0.0,0.0,0.0
Ca_22253,0.0,0.0,0.0,0.0
Ca_22254,0.0,0.0,0.0,0.0
Ca_22255,0.0,0.0,0.0,0.0
Ca_22256,0.0,0.0,0.0,0.0
Ca_22257,0.0,0.0,0.0,0.0
Ca_22258,0.0,0.0,0.0,0.0
Ca_22259,0.0,0.0,0.0,0.0
Ca_22260,0.0,0.0,0.0,0.0
Ca_22261,0.0,0.0,0.0,0.0
Ca_22262,0.0,0.0,0.0,0.0
Ca_22263,0.0,0.0,0.0,0.0
Ca_22264,0.0,0.0,0.0,0.0
Ca_22265,0.0,0.0,0.0,0.0
Ca_22266,0.0,0.0,0.0,0.0
Ca_22267,0.0,0.0,0.0,0.0
Ca_22268,0.0,0.0,0.0,0.0
Ca_22269,0.0,0.0,0.0,0.0
Ca_22270,0.0,0.0,0.0,0.0
Ca_22271,0.0,0.0,0.0,0.0
Ca_22272,0.0,0.0,0.0,0.0
Ca_22273,0.0,0.0,0.0,0.0
Ca_22274,0.0,0.0,0.0,0.0
Ca_22275,0.0,0.0,0.0,0.0
Ca_22276,0.0,0.0,0.0,0.0
Ca_22277,0.0,0.0,0.0,0.0
Ca_22278,0.0,0.0,0.0,0.0
Ca_22279,0.0,0.0,0.0,0.0
Ca_22280,0.0,0.0,0.0,0.0
Ca_22281,0.0,0.0,0.0,0.0
Ca_22282,0.0,0.0,0.0,0.0
Ca_22283,0.0,0.0,0.0,0.0
Ca_22284,0.0,0.0,0.0,0.0
Ca_22285,0.0,0.0,0.0,0.0
Ca_22286,0.0,0.0,0.0,0.0
Ca_22287,0.0,0.0,0.0,0.0
Ca_22288,0.0,0.0,0.0,0.0
Ca_22289,0.0,0.0,0.0,0.0
Ca_22290,0.0,0.0,0.0,0.0
Ca_22291,0.0,0.0,0.0,0.0
Ca_22292,0.0,0.0,0.0,0.0
Ca_22293,0.0,0.0,0.0,0.0
Ca_22294,0.0,0.0,0.0,0.0
Ca_22295,0.0,0.0,0.0,0.0
Ca_22296,0.0,0.0,0.0,0.0
Ca_22297,0.0,0.0,0.0,0.0
Ca_22298,0.0,0.0,0.0,0.0
Ca_22299,0.0,0.0,0.0,0.0
Ca_22300,0.0,0.0,0.0,0.0
Ca_22301,0.0,0.0,0.0,0.0
Ca_22302,0.0,0.0,0.0,0.0
Ca_22303,0.0,0.0,0.0,0.0
Ca_22304,0.0,0.0,0.0,0.0
Ca_22305,0.0,0.0,0.0,0.0
Ca_22306,0.0,0.0,0.0,0.0
Ca_22307,0.0,0.0,0.0,0.0
Ca_22308,0.0,0.0,0.0,0.0
Ca_22309,0.0,0.0,0.0,0.0
Ca_22310,0.0,0.0,0.0,0.0
Ca_22311,0.0,0.0,0.0,0.0
Ca_22312,0.0,0.0,0.0,0.0
Ca_22313,0.0,0.0,0.0,0.0
Ca_22314,0.0,0.0,0.0,0.0
Ca_22315,0.0,0.0,0.0,0.0
Ca_22316,0.0,0.0,0.0,0.0
Ca_22317,0.0,0.0,0.0,0.0
Ca_22318,0.0,0.0,0.0,0.0
Ca_22319,0.0,0.0,0.0,0.0
Ca_22320,0.0,0.0,0.0,0.0
Ca_22321,0.0,0.0,0.0,0.0
Ca_22322,0.0,0.0,0.0,0.0
Ca_22323,0.0,0.0,0.0,0.0
Ca_22324,0.0,0.0,0.0,0.0
Ca_22325,0.0,0.0,0.0,0.0
Ca_22326,0.0,0.0,0.0,0.0
Ca_22327,0.0,0.0,0.0,0.0
Ca_22328,0.0,0.0,0.0,0.0
Ca_22329,0.0,0.0,0.0,0.0
Ca_22330,0.0,0.0,0.0,0.0
Ca_22331,0.0,0.0,0.0,0.0
Ca_22332,0.0,0.0,0.0,0.0
Ca_22333,0.0,0.0,0.0,0.0
Ca_22334,0.0,0.0,0.0,0.0
Ca_22335,0.0,0.0,0.0,0.0
Ca_22336,0.0,0.0,0.0,0.0
Ca_22337,0.0,0.0,0.0,0.0
Ca_22338,0.0,0.0,0.0,0.0
Ca_22339,0.0,0.0,0.0,0.0
Ca_22340,0.0,0.0,0.0,0.0
Ca_22341,0.0,0.0,0.0,0.0
Ca_22342,0.0,0.0,0.0,0.0
Ca_22343,0.0,0.0,0.0,0.0
Ca_22344,0.0,0.0,0.0,0.0
Ca_22345,0.0,0.0,0.0,0.0
Ca_22346,0.0,0.0,0.0,0.0
Ca_22347,0.0,0.0,0.0,0.0
Ca_22348,0.0,0.0,0.0,0.0
Ca_22349,0.0,0.0,0.0,0.0
Ca_22350,0.0,0.0,0.0,0.0
Ca_22351,0.0,0.0,0.0,0.0
Ca_22352,0.0,0.0,0.0,0.0
Ca_22353,0.0,0.0,0.0,0.0
Ca_22354,0.0,0.0,0.0,0.0
Ca_22355,0.0,0.0,0.0,0.0
Ca_22356,0.0,0.0,0.0,0.0
Ca_22357,0.0,0.0,0.0,0.0
Ca_22358,0.0,0.0,0.0,0.0
Ca_22359,0.0,0.0,0.0,0.0
Ca_22360,0.0,0.0,0.0,0.0
Ca_22361,0.0,0.0,0.0,0.0
Ca_22362,0.0,0.0,0.0,0.0
Ca_22363,0.0,0.0,0.0,0.0
Ca_22364,0.0,0.0,0.0,0.0
Ca_22365,0.0,0.0,0.0,0.0
Ca_22366,0.0,0.0,0.0,0.0
Ca_22367,0.0,0.0,0.0,0.0
Ca_22368,0.0,0.0,0.0,0.0
Ca_22369,0.0,0.0,0.0,0.0
Ca_22370,0.0,0.0,0.0,0.0
Ca_22371,0.0,0.0,0.0,0.0
Ca_22372,0.0,0.0,0.0,0.0
Ca_22373,0.0,0.0,0.0,0.0
Ca_22374,0.0,0.0,0.0,0.0
Ca_22375,0.0,0.0,0.0,0.0
Ca_22376,0.0,0.0,0.0,0.0
Ca_22377,0.0,0.0,0.0,0.0
Ca_22378,0.0,0.0,0.0,0.0
Ca_22379,0.0,0.0,0.0,0.0
Ca_22380,0.0,0.0,0.0,0.0
Ca_22381,0.0,0.0,0.0,0.0
Ca_22382,0.0,0.0,0.0,0.0
Ca_22383,0.0,0.0,0.0,0.0
Ca_22384,0.0,0.0,0.0,0.0
Ca_22385,0.0,0.0,0.0,0.0
Ca_22386,0.0,0.0,0.0,0.0
Ca_22387,0.0,0.0,0.0,0.0
Ca_22388,0.0,0.0,0.0,0.0
Ca_22389,0.0,0.0,0.0,0.0
Ca_22390,0.0,0.0,0.0,0.0
Ca_22391,0.0,0.0,0.0,0.0
Ca_22392,0.0,0.0,0.0,0.0
Ca_22393,0.0,0.0,0.0,0.0
Ca_22394,0.0,0.0,0.0,0.0
Ca_22395,0.0,0.0,0.0,0.0
Ca_22396,0.0,0.0,0.0,0.0
Ca_22397,0.0,0.0,0.0,0.0
Ca_22398,0.0,0.0,0.0,0.0
Ca_22399,0.0,0.0,0.0,0.0
Ca_22400,0.0,0.0,0.0,0.0
Ca_22401,0.0,0.0,0.0,0.0
Ca_22402,0.0,0.0,0.0,0.0
Ca_22403,0.0,0.0,0.0,0.0
Ca_22404,0.0,0.0,0.0,0.0
Ca_22405,0.0,0.0,0.0,0.0
Ca_22406,0.0,0.0,0.0,0.0
Ca_22407,0.0,0.0,0.0,0.0
Ca_22408,0.0,0.0,0.0,0.0
Ca_22409,0.0,0.0,0.0,0.0
Ca_22410,0.0,0.0,0.0,0.0
Ca_22411,0.0,0.0,0.0,0.0
Ca_22412,0.0,0.0,0.0,0.0
Ca_22413,0.0,0.0,0.0,0.0
Ca_22414,0.0,0.0,0.0,0.0
Ca_22415,0.0,0.0,0.0,0.0
Ca_22416,0.0,0.0,0.0,0.0
Ca_22417,0.0,0.0,0.0,0.0
Ca_22418,0.0,0.0,0.0,0.0
Ca_22419,0.0,0.0,0.0,0.0
Ca_22420,0.0,0.0,0.0,0.0
Ca_22421,0.0,0.0,0.0,0.0
Ca_22422,0.0,0.0,0.0,0.0
Ca_22423,0.0,0.0,0.0,0.0
Ca_22424,0.0,0.0,0.0,0.0
Ca_22425,0.0,0.0,0.0,0.0
Ca_22426,0.0,0.0,0.0,0.0
Ca_22427,0.0,0.0,0.0,0.0
Ca_22428,0.0,0.0,0.0,0.0
Ca_22429,0.0,0.0,0.0,0.0
Ca_22430,0.0,0.0,0.0,0.0
Ca_22431,0.0,0.0,0.0,0.0
Ca_22432,0.0,0.0,0.0,0.0
Ca_22433,0.0,0.0,0.0,0.0
Ca_22434,0.0,0.0,0.0,0.0
Ca_22435,0.0,0.0,0.0,0.0
Ca_22436,0.0,0.0,0.0,0.0
Ca_22437,0.0,0.0,0.0,0.0
Ca_22438,0.0,0.0,0.0,0.0
Ca_22439,0.0,0.0,0.0,0.0
Ca_22440,0.0,0.0,0.0,0.0
Ca_22441,0.0,0.0,0.0,0.0
Ca_22442,0.0,0.0,0.0,0.0
Ca_22443,0.0,0.0,0.0,0.0
Ca_22444,0.0,0.0,0.0,0.0
Ca_22445,0.0,0.0,0.0,0.0
Ca_22446,0.0,0.0,0.0,0.0
Ca_22447,0.0,0.0,0.0,0.0
Ca_22448,0.0,0.0,0.0,0.0
Ca_22449,0.0,0.0,0.0,0.0
Ca_22450,0.0,0.0,0.0,0.0
Ca_22451,0.0,0.0,0.0,0.0
Ca_22452,0.0,0.0,0.0,0.0
Ca_22453,0.0,0.0,0.0,0.0
Ca_22454,0.0,0.0,0.0,0.0
Ca_22455,0.0,0.0,0.0,0.0
Ca_22456,0.0,0.0,0.0,0.0
Ca_22457,0.0,0.0,0.0,0.0
Ca_22458,0.0,0.0,0.0,0.0
Ca_22459,0.0,0.0,0.0,0.0
Ca_22460,0.0,0.0,0.0,0.0
Ca_22461,0.0,0.0,0.0,0.0
Ca_22462,0.0,0.0,0.0,0.0
Ca_22463,0.0,0.0,0.0,0.0
Ca_22464,1.50851,0.694193,8.54633,7.50343
Ca_22465,0.0,0.0,0.0,0.0
Ca_22466,0.0,0.0,0.0,0.0
Ca_22467,0.0,0.0,0.0,0.0
Ca_22468,0.0,0.0,0.0,0.0
Ca_22469,0.0,0.0,0.0,0.0
Ca_22470,0.0,0.0,0.0,0.0
Ca_22471,0.0,0.0,0.0,0.0
Ca_22472,0.0,0.0,0.0,0.0
Ca_22473,0.0,0.0,0.0,0.0
Ca_22474,0.0,0.0,0.0,0.0
Ca_22475,0.0,0.0,0.0,0.0
Ca_22476,0.0,0.0,0.0,0.0
Ca_22477,0.0,0.0,0.0,0.0
Ca_22478,0.0,0.0,0.0,0.0
Ca_22479,0.0,0.0,0.0,0.0
Ca_22480,0.0,0.0,0.0,0.0
Ca_22481,0.0,0.0,0.0,0.0
Ca_22482,0.0,0.0,0.0,0.0
Ca_22483,0.0,0.0,0.0,0.0
Ca_22484,0.0,0.0,0.0,0.0
Ca_22485,0.0,0.0,0.0,0.0
Ca_22486,0.0,0.0,0.0,0.0
Ca_22487,0.0,0.0,0.0,0.0
Ca_22488,0.0,0.0,0.0,0.0
Ca_22489,0.0,0.0,0.0,0.0
Ca_22490,0.0,0.0,0.0,0.0
Ca_22491,0.0,0.0,0.0,0.0
Ca_22492,0.0,0.0,0.0,0.0
Ca_22493,0.0,0.0,0.0,0.0
Ca_22494,0.0,0.0,0.0,0.0
Ca_22495,0.0,0.0,0.0,0.0
Ca_22496,0.0,0.0,0.0,0.0
Ca_22497,0.0,0.0,0.0,0.0
Ca_22498,0.0,0.0,0.0,0.0
Ca_22499,0.0,0.0,0.0,0.0
Ca_22500,0.0,0.0,0.0,0.0
Ca_22501,0.0,0.0,0.0,0.0
Ca_22502,0.0,0.0,0.0,0.0
Ca_22503,0.0,0.0,0.0,0.0
Ca_22504,0.0,0.0,0.0,0.0
Ca_22505,0.0,0.0,0.0,0.0
Ca_22506,0.0,0.0,0.0,0.0
Ca_22507,0.0,0.0,0.0,0.0
Ca_22508,0.0,0.0,0.0,0.0
Ca_22509,0.0,0.0,0.0,0.0
Ca_22510,0.0,0.0,0.0,0.0
Ca_22511,0.0,0.0,0.0,0.0
Ca_22512,0.0,0.0,0.0,0.0
Ca_22513,0.0,0.0,0.0,0.0
Ca_22514,0.0,0.0,0.0,0.0
Ca_22515,0.0,0.0,0.0,0.0
Ca_22516,0.0,0.0,0.0,0.0
Ca_22517,0.0,0.0,0.0,0.0
Ca_22518,0.0,0.0,0.0,0.0
Ca_22519,0.0,0.0,0.0,0.0
Ca_22520,0.0,0.0,0.0,0.0
Ca_22521,0.0,0.0,0.0,0.0
Ca_22522,0.0,0.0,0.0,0.0
Ca_22523,0.0,0.0,0.0,0.0
Ca_22524,0.0,0.0,0.0,0.0
Ca_22525,0.0,0.0,0.0,0.0
Ca_22526,0.0,0.0,0.0,0.0
Ca_22527,0.0,0.0,0.0,0.0
Ca_22528,0.0,0.0,0.0,0.0
Ca_22529,0.0,0.0,0.0,0.0
Ca_22530,0.0,0.0,0.0,0.0
Ca_22531,0.0,0.0,0.0,0.0
Ca_22532,0.0,0.0,0.0,0.0
Ca_22533,0.0,0.0,0.0,0.0
Ca_22534,0.0,0.0,0.0,0.0
Ca_22535,0.0,0.0,0.0,0.0
Ca_22536,0.0,0.0,0.0,0.0
Ca_22537,0.0,0.0,0.0,0.0
Ca_22538,0.0,0.0,0.0,0.0
Ca_22539,0.0,0.0,0.0,0.0
Ca_22540,0.0,0.0,0.0,0.0
Ca_22541,0.0,0.0,0.0,0.0
Ca_22542,0.0,0.0,0.0,0.0
Ca_22543,0.0,0.0,0.0,0.0
Ca_22544,0.0,0.0,0.0,0.0
Ca_22545,0.0,0.0,0.0,0.0
Ca_22546,0.0,0.0,0.0,0.0
Ca_22547,0.0,0.0,0.0,0.0
Ca_22548,0.0,0.0,0.0,0.0
Ca_22549,0.0,0.0,0.0,0.0
Ca_22550,0.0,0.0,0.0,0.0
Ca_22551,0.0,0.0,0.0,0.0
Ca_22552,0.0,0.0,0.0,0.0
Ca_22553,0.0,0.0,0.0,0.0
Ca_22554,0.0,0.0,0.0,0.0
Ca_22555,0.0,0.0,0.0,0.0
Ca_22556,0.0,0.0,0.0,0.0
Ca_22557,0.0,0.0,0.0,0.0
Ca_22558,0.0,0.0,0.0,0.0
Ca_22559,0.0,0.0,0.0,0.0
Ca_22560,0.0,0.0,0.0,0.0
Ca_22561,0.0,0.0,0.0,0.0
Ca_22562,0.0,0.0,0.0,0.0
Ca_22563,0.0,0.0,0.0,0.0
Ca_22564,0.0,0.0,0.0,0.0
Ca_22565,0.0,0.0,0.0,0.0
Ca_22566,0.0,0.0,0.0,0.0
Ca_22567,0.0,0.0,0.0,0.0
Ca_22568,0.0,0.0,0.0,0.0
Ca_22569,0.0,0.0,0.0,0.0
Ca_22570,0.0,0.0,0.0,0.0
Ca_22571,0.0,0.0,0.0,0.0
Ca_22572,0.0,0.0,0.0,0.0
Ca_22573,0.0,0.0,0.0,0.0
Ca_22574,0.0,0.0,0.0,0.0
Ca_22575,0.0,0.0,0.0,0.0
Ca_22576,0.0,0.0,0.0,0.0
Ca_22577,0.0,0.0,0.0,0.0
Ca_22578,0.0,0.0,0.0,0.0
Ca_22579,0.0,0.0,0.0,0.0
Ca_22580,0.0,0.0,0.0,0.0
Ca_22581,0.0,0.0,0.0,0.0
Ca_22582,0.0,0.0,0.0,0.0
Ca_22583,0.0,0.0,0.0,0.0
Ca_22584,0.0,0.0,0.0,0.0
Ca_22585,0.0,0.0,0.0,0.0
Ca_22586,0.0,0.0,0.0,0.0
Ca_22587,0.0,0.0,0.0,0.0
Ca_22588,0.0,0.0,0.0,0.0
Ca_22589,0.0,0.0,0.0,0.0
Ca_22590,0.0,0.0,0.0,0.0
Ca_22591,0.0,0.0,0.0,0.0
Ca_22592,0.0,0.0,0.0,0.0
Ca_22593,0.0,0.0,0.0,0.0
Ca_22594,0.0,0.0,0.0,0.0
Ca_22595,0.0,0.0,0.0,0.0
Ca_22596,0.0,0.0,0.0,0.0
Ca_22597,0.0,0.0,0.0,0.0
Ca_22598,0.0,0.0,0.0,0.0
Ca_22599,0.0,0.0,0.0,0.0
Ca_22600,0.0,0.0,0.0,0.0
Ca_22601,0.0,0.0,0.0,0.0
Ca_22602,0.0,0.0,0.0,0.0
Ca_22603,0.0,0.0,0.0,0.0
Ca_22604,0.0,0.0,0.0,0.0
Ca_22605,0.0,0.0,0.0,0.0
Ca_22606,0.0,0.0,0.0,0.0
Ca_22607,0.0,0.0,0.0,0.0
Ca_22608,0.0,0.0,0.0,0.0
Ca_22609,0.0,0.0,0.0,0.0
Ca_22610,0.0,0.0,0.0,0.0
Ca_22611,0.0,0.0,0.0,0.0
Ca_22612,0.0,0.0,0.0,0.0
Ca_22613,0.0,0.0,0.0,0.0
Ca_22614,0.0,0.0,0.0,0.0
Ca_22615,0.0,0.0,0.0,0.0
Ca_22616,0.0,0.0,0.0,0.0
Ca_22617,0.0,0.0,0.0,0.0
Ca_22618,0.0,0.0,0.0,0.0
Ca_22619,0.0,0.0,0.0,0.0
Ca_22620,0.0,0.0,0.0,0.0
Ca_22621,0.0,0.0,0.0,0.0
Ca_22622,0.0,0.0,0.0,0.0
Ca_22623,0.0,0.0,0.0,0.0
Ca_22624,0.0,0.0,0.0,0.0
Ca_22625,0.0,0.0,0.0,0.0
Ca_22626,0.0,0.0,0.0,0.0
Ca_22627,0.0,0.0,0.0,0.0
Ca_22628,0.0,0.0,0.0,0.0
Ca_22629,0.0,0.0,0.0,0.0
Ca_22630,0.0,0.0,0.0,0.0
Ca_22631,0.0,0.0,0.0,0.0
Ca_22632,0.0,0.0,0.0,0.0
Ca_22633,0.0,0.0,0.0,0.0
Ca_22634,0.0,0.0,0.0,0.0
Ca_22635,0.0,0.0,0.0,0.0
Ca_22636,0.0,0.0,0.0,0.0
Ca_22637,0.0,0.0,0.0,0.0
Ca_22638,0.0,0.0,0.0,0.0
Ca_22639,0.0,0.0,0.0,0.0
Ca_22640,0.0,0.0,0.0,0.0
Ca_22641,0.0,0.0,0.0,0.0
Ca_22642,0.0,0.0,0.0,0.0
Ca_22643,0.0,0.0,0.0,0.0
Ca_22644,0.0,0.0,0.0,0.0
Ca_22645,0.0,0.0,0.0,0.0
Ca_22646,0.0,0.0,0.0,0.0
Ca_22647,0.0,0.0,0.0,0.0
Ca_22648,0.0,0.0,0.0,0.0
Ca_22649,0.0,0.0,0.0,0.0
Ca_22650,0.0,0.0,0.0,0.0
Ca_22651,0.0,0.0,0.0,0.0
Ca_22652,0.0,0.0,0.0,0.0
Ca_22653,0.0,0.0,0.0,0.0
Ca_22654,0.0,0.0,0.0,0.0
Ca_22655,0.0,0.0,0.0,0.0
Ca_22656,0.0,0.0,0.0,0.0
Ca_22657,0.0,0.0,0.0,0.0
Ca_22658,0.0,0.0,0.0,0.0
Ca_22659,0.0,0.0,0.0,0.0
Ca_22660,0.0,0.0,0.0,0.0
Ca_22661,0.0,0.0,0.0,0.0
Ca_22662,0.0,0.0,0.0,0.0
Ca_22663,0.0,0.0,0.0,0.0
Ca_22664,0.0,0.0,0.0,0.0
Ca_22665,0.0,0.0,0.0,0.0
Ca_22666,0.0,0.0,0.0,0.0
Ca_22667,0.0,0.0,0.0,0.0
Ca_22668,0.0,0.0,0.0,0.0
Ca_22669,0.0,0.0,0.0,0.0
